RO_VALUE
26646
26640
26640
26660
26640
26640
26632
26640
26640
26640
26637
26660
26660
26668
26663
26668
26647
26675
26660
26660
26660
26668
26644
26643
26680
26680
26669
26668
26652
26660
26660
26671
26652
26660
26680
26660
26680
26660
26680
26660
26668
26660
26680
26680
26660
26660
26680
26660
26664
26644
26655
26640
26660
26660
26680
26654
26660
26664
26660
26660
26664
26655
26664
26660
26668
26640
26660
26640
26640
26640
26640
26640
26660
26660
26668
26660
26669
26663
26660
26680
26680
26660
26660
26660
26640
26646
26660
26668
26660
26680
26668
26671
26662
26680
26660
26647
26661
26660
26671
26663
26664
26668
26668
26674
26660
26668
26644
26660
26660
26660
26653
26664
26660
26680
26686
26660
26664
26664
26660
26680
26660
26680
26660
26684
26660
26680
26664
26660
26680
26660
26660
26700
26680
26680
26668
26660
26660
26644
26653
26644
26664
26660
26660
26660
26660
26660
26680
26660
26684
26644
26644
26644
26660
26660
26675
26652
26664
26660
26668
26668
26668
26670
26680
26669
26663
26680
26664
26660
26664
26661
26652
26660
26668
26660
26644
26660
26684
26661
26676
26664
26671
26660
26680
26680
26660
26660
26680
26660
26664
26660
26680
26660
26664
26662
26660
26644
26660
26671
26660
26680
26667
26664
26663
26680
26660
26671
26664
26664
26660
26680
26680
26680
26668
26671
26660
26647
26644
26660
26660
26680
26664
26680
26680
26680
26680
26668
26644
26660
26660
26637
26654
26660
26660
26668
26670
26680
26680
26680
26680
26680
26680
26680
26670
26680
26680
26664
26641
26660
26644
26641
26640
26664
26660
26680
26684
26664
26660
26664
26660
26668
26684
26680
26680
26670
26684
26660
26660
26660
26663
26669
26680
26668
26670
26674
26664
26668
26690
26680
26684
26660
26680
26680
26684
26644
26644
26653
26668
26671
26680
26680
26680
26668
26664
26662
26679
26680
26709
26680
26680
26680
26680
26660
26664
26661
26660
26671
26664
26668
26671
26680
26671
26660
26654
26664
26668
26664
26644
26653
26644
26663
26680
26668
26660
26680
26680
26680
26680
26680
26660
26680
26660
26660
26668
26663
26680
26680
26668
26671
26668
26663
26660
26660
26661
26663
26660
26663
26660
26664
26644
26640
26660
26660
26664
26660
26680
26680
26664
26663
26660
26660
26660
26680
26680
26668
26668
26668
26664
26660
26641
26668
26660
26660
26664
26660
26700
26660
26660
26660
26664
26660
26680
26680
26680
26676
26680
26680
26680
26664
26680
26680
26668
26660
26680
26660
26660
26644
26646
26660
26668
26680
26680
26673
26680
26680
26680
26680
26700
26664
26660
26660
26646
26640
26644
26640
26660
26661
26680
26680
26680
26680
26680
26652
26664
26664
26660
26664
26660
26680
26662
26664
26660
26660
26664
26664
26660
26680
26664
26660
26664
26671
26664
26660
26660
26680
26664
26676
26652
26680
26668
26680
26680
