ro_data
92100
344980
564360
777420
992020
1202760
102820
313940
526240
735160
946680
1156640
58760
268360
478900
688820
897520
1108760
7240
215740
425316
634860
844100
1057120
1266780
165120
374600
583620
793700
1013800
1223660
122080
331340
440367
651740
861920
1077680
1287480
185840
395280
604200
812660
1021800
1230452
131180
340100
549000
756720
965820
1173920
71420
280360
488700
700000
909180
1117680
16860
225340
434400
643040
852040
1060100
1269320
169920
379180
587960
797440
1005020
1213640
110920
319280
527857
736040
944980
1180820
78360
287200
496860
705500
914120
1123700
22520
245560
455900
665240
875120
1086680
1296960
195760
405260
614880
824460
1033460
1243040
141300
349960
558820
767920
975620
1184640
84420
294080
501680
711000
921520
1130980
29240
238460
447500
656620
865760
1075800
1284620
182500
390700
600000
811240
1020780
1230120
128400
338060
547800
757660
967520
1176800
74740
284020
492660
701580
910420
1119600
38740
249940
459300
670980
880540
1089620
1299600
198240
408240
617550
826740
1036100
1245700
144020
352820
562720
771480
980440
1189080
87040
296760
506000
714580
925220
1135280
33980
244100
453460
662080
871240
1080920
1289740
188340
397760
606640
816100
1024900
1234820
132380
341120
550080
760080
969580
1178880
77200
286140
497600
707340
916280
1147480
48160
257740
467380
676080
885360
1094700
1303180
201620
409700
619260
828400
1036860
1246260
145080
354060
562280
770960
979220
1188000
85860
294620
505320
715020
923574
1132400
31160
240280
449720
659560
868820
1077380
1285960
185320
394220
603040
811060
1020280
1229064
126740
335140
544760
753560
962000
1170720
68400
276780
485900
694220
924940
1137600
38480
247940
458280
667420
876260
1085500
1294620
193000
401920
609960
818940
1027420
1235780
134340
343800
551960
760520
968960
1177800
75860
284980
493820
702180
910780
1119680
18200
226760
434940
644020
852324
1061660
1269940
170220
379080
587040
796160
1004700
1213620
111640
320720
529200
738300
947820
1156400
54960
263800
472880
680580
915680
1125440
24100
233460
442440
651760
861300
1070080
1279380
178480
387100
595720
804160
1012740
1220960
118400
326620
535880
744620
952960
1176940
75840
284500
493640
702580
911160
1120400
18580
227860
436460
645340
854300
1062380
1270320
167460
376040
585020
794277
1003920
1212620
110680
318900
528140
736760
946720
1155280
53180
261740
470120
701900
912040
1121580
19440
227780
436880
645260
853980
1062940
1272060
170940
381660
591282
800240
1009580
1218300
116420
325120
533900
742320
951220
1160120
58040
266720
474860
684200
892840
1101660
1309800
208720
417240
625380
833700
1043040
1252700
151200
359680
568300
777020
985880
1194540
92700
300840
509680
718180
926560
1134560
32240
240580
367600
579360
788040
997340
1206200
105120
314680
523960
734820
943680
1153700
52620
261980
470700
679080
887820
1096140
1305340
203160
412360
621240
830500
1039120
1247260
145398
354640
563700
771940
981240
1189860
88040
296300
505080
714400
923288
1132640
30680
239760
448640
656780
865100
1074080
1282760
180560
389280
597260
805380
1014500
1222760
142220
352802
561541
770440
978680
1187640
85440
294360
503000
711620
919100
1130580
27820
237340
446440
655060
863340
1071480
1279980
177560
385700
594720
803460
1012380
1220560
117740
327180
536320
743800
952660
1161560
59200
268100
476322
685760
893740
1102340
200
209580
419460
628340
837460
1046720
1255220
152720
361878
571460
780180
988160
1196060
120160
330520
540300
749620
958360
1166340
64940
274020
482660
691960
899740
1108620
6300
214260
421980
631340
840420
1049320
1257972
158860
368000
577080
784900
993840
1201920
99630
308760
517140
725960
935060
1144380
42360
251580
459720
668720
877480
1085520
1294117
191280
400260
609060
818620
1027200
1236780
134820
343680
551900
760540
969540
1086660
1299260
197522
406480
616280
826120
1035560
1244240
143600
353070
561380
769700
978060
1186760
83940
292160
501053
709220
917700
1127060
25040
233580
442420
651040
859480
1068120
1276920
175540
383935
592000
800200
1009120
1218280
115680
324640
547958
758160
967660
1176560
74600
283230
492040
701660
910760
1120920
19080
227800
436520
644760
872260
1081780
1291800
189520
398620
607160
815020
1024380
1233460
131620
340600
550200
758720
967860
1176760
75200
283680
492100
701360
910580
1119680
17900
226660
434900
644000
852500
1062400
1270480
168920
378040
586960
795220
1004260
1213400
111540
320580
528920
737320
946080
1155400
54242
264340
473120
682240
891360
1099600
1309120
206860
414295
622540
857620
1066940
1275240
172660
381420
590140
799240
1009282
1218560
119080
327880
537440
746640
955940
1165600
63340
272340
480240
689220
897860
1106620
4489
214540
423020
631940
840920
1049060
1258760
156880
365980
574360
783680
992420
1201560
100000
309580
518200
727540
936840
1145240
42458
251100
460760
669780
877620
1086560
1294820
192360
401480
633120
842660
1051860
1259940
157640
366278
575480
783580
991856
1200420
97760
306880
515980
725320
934180
1142802
41500
249260
458240
666980
875860
1083900
1291700
190640
398720
607400
815700
1024300
1233700
131230
340516
548780
757220
965480
1174100
72260
281560
489500
699660
907560
1115540
12580
220900
432780
641140
850300
1058660
1266800
164560
297700
507980
717320
926360
1135500
34320
242620
451520
660900
869740
1077880
1285640
183300
392500
600500
810000
1019960
1228120
126000
335080
545020
753620
962440
1172040
68920
277620
486280
694720
903920
1112360
10520
218980
427560
636060
845120
1054320
1262780
160240
369380
579600
788460
996980
1205797
103100
311720
519720
728160
935360
1143440
60900
272640
481400
689780
899000
1107320
5080
214060
422140
631220
840140
1048840
1257320
154780
363600
572480
780440
989980
1198840
97100
305800
514920
723160
931880
1140660
38720
247160
456100
664220
872820
1082160
1290740
189180
397640
605280
813680
1021940
1231100
145920
355320
564080
773360
981340
1190520
88540
296700
504920
712300
921060
1129780
54660
264760
474480
683400
891820
1101380
1340
210040
419640
628920
838640
1047180
1255900
153860
362260
570600
779260
988120
1197220
94800
303680
512880
721120
929780
1138180
36500
245560
454529
663580
871880
1081060
1290640
189460
398540
607440
816380
1024960
1234380
132880
341380
550280
760080
969700
1179280
78060
287100
495800
705280
913280
1008380
1218400
117520
326300
535820
744500
953600
1162220
59720
269260
478540
686800
895980
1104280
1680
211080
419440
628340
836860
1045040
1253458
150620
359100
568560
777560
986780
1195220
93180
301940
511560
720500
929640
1138120
36460
245200
455100
663820
872460
1082000
1291700
190240
398460
605680
816640
1026100
1235720
133980
342520
552300
784720
996500
1206560
105300
313560
522680
732320
941560
1150500
49120
258360
467840
676760
886100
1095920
1305340
203580
412960
622198
830800
1040220
1249320
148100
356860
566700
776460
985160
1193860
92260
300140
509060
719060
928320
1136960
34520
243078
452400
662460
870920
1080220
1289080
187960
397120
606760
816120
1025360
1235120
133260
342520
551680
844180
1054620
1264060
161940
370860
579881
788400
997180
1206560
105200
313420
522480
731640
941440
1150940
48880
257440
466120
674760
883700
1092420
1301920
200280
408940
617260
825835
1035180
1243980
142520
351360
559680
767880
976600
1185260
83440
293280
501800
710800
919600
1127120
25400
234140
443120
652660
862120
1070920
1279620
178100
407180
617320
827260
1036960
1245680
144200
352460
560500
769420
977680
1187360
85660
295280
503660
728120
937440
1147580
47020
256680
464420
672840
881300
1090020
1298520
196240
404840
614040
822198
1030140
1239020
136660
345500
554160
762260
971200
1179320
77280
285173
494600
702900
910740
1118460
16620
224600
432940
641260
849200
1059080
1267820
189020
401140
609969
818080
1026580
1235460
133920
343480
552240
761800
970960
1179000
76880
286840
495440
704240
913860
1123160
21200
230180
439580
648900
857800
1066160
1275020
172680
381260
589880
798660
1007180
1216280
115000
323560
532660
741980
951440
1159800
58840
267520
476940
686400
895660
1103500
2000
210720
419080
627620
836020
1043820
1252700
176740
386780
596020
804920
1014260
1222960
121600
331200
538958
747760
956700
1166200
64760
273260
482380
692320
900300
1109680
7560
216320
426340
635240
844600
1053940
1263020
160780
369200
578440
787400
1146800
55400
270900
481860
694000
905335
1115880
15300
227460
436240
645860
855420
1064180
1305080
204758
414020
623700
832920
1045380
1254840
153440
362060
571420
783080
992740
1202020
99820
308360
516920
732100
941860
1151740
50360
258880
468420
677520
887700
1097380
1306420
204575
413900
622820
831740
1041360
1253100
153160
361200
570320
779558
988060
1196800
94925
303440
514900
724220
933340
1142300
40540
249000
457620
667220
876820
1112060
13800
223600
432000
641560
849880
1058760
1268030
166260
375320
583920
792740
1004260
1213280
110998
320260
529000
738220
947060
1156280
54500
263180
472380
681280
890260
1101560
500
209282
418660
627360
837260
1045980
1255180
153480
362100
570840
779620
987880
1195880
96220
305140
512900
721420
930320
1139400
37960
246839
456100
664980
899180
1109580
7980
217380
426480
635400
846220
1055440
1263480
161120
369140
577580
786720
995820
1204180
102200
311180
519760
728580
937397
1146060
43580
251140
459820
671000
879600
1088920
1298180
196380
405340
614080
822160
1029620
1237960
135440
344044
552660
760918
970020
1178140
77140
285860
493920
702400
913280
1122100
20620
229320
437720
553500
763380
972540
1182320
80760
289580
497380
706200
914840
1123880
21520
231520
441140
649940
859320
1067580
1275680
176600
385700
594200
802480
1011660
1220720
118780
327420
536640
745200
953700
1163040
61440
269600
478280
687540
896360
1104580
2340
211220
419660
628440
837420
1046700
1255920
154000
364880
573100
781640
991120
1200860
99400
327800
539360
748820
958020
1166760
65340
273460
483180
691480
899980
1109020
7180
215560
424520
633720
842560
1051180
1260260
158420
367160
576800
785680
997340
1206793
105188
314280
523440
733360
943220
1152760
52080
260540
469500
678980
888600
1097440
1306280
204460
412880
622100
830560
1039220
1248600
146960
355800
565160
774460
983560
1192720
116120
327620
537760
747920
957700
1169100
68060
276980
486320
695280
904620
1114520
13100
221660
430720
639500
848097
1057780
1266840
165520
373740
582480
791660
1001020
1210300
108240
317120
525040
734300
942820
1151980
50100
258780
467720
676880
886240
1095740
1305020
202920
411680
620700
831560
1041700
1250100
148240
358140
566760
775560
985040
1193860
118060
327560
535560
743680
952740
1161180
59560
268100
477040
685660
894802
1103820
1680
210000
419000
627660
836560
1045380
1254040
151900
360280
569560
778680
987640
1196980
96000
304725
512860
722000
930140
1138560
36220
247860
457060
666200
874800
1083160
1292600
190420
399540
608440
817120
1026100
1235120
134000
342960
551560
760140
968940
1177940
78400
287460
496140
704280
912980
1122580
20560
229200
437140
645640
853820
1062280
1271340
169320
377660
587100
796000
1004400
1213080
110980
319440
528400
737240
945660
1153800
51580
260320
469080
679880
889680
1098920
1307960
206040
415220
624580
833500
1041800
1251260
149580
358260
567800
776100
984480
1193200
92000
301300
510960
720880
869520
1079920
1288660
187500
396240
605520
815280
1023860
1233220
131600
340578
549460
758220
967140
1176400
74520
282820
491200
699660
909700
1118300
17120
226880
436280
645180
853720
1062820
1271460
169720
379120
588460
799760
1009780
1218780
116460
325160
533720
741260
949120
1157520
56340
264660
473220
681940
890620
1099860
1309120
208380
417060
645700
855160
1064200
1273420
171660
380960
590700
799420
1008340
1217640
115580
324400
533180
742020
950700
1158900
57260
265940
474684
683920
892620
1101260
480
208920
417640
626020
834620
1043460
1252360
150180
358960
567140
776520
984900
1193500
90780
299580
508360
717080
926100
1137682
35840
244460
452760
661320
869700
1078000
1286240
185800
394440
625700
836360
1044320
1252980
151720
361081
569980
778820
987400
1196260
94500
302480
510700
720080
928140
1136420
34180
242400
450280
658320
867020
1075689
1284760
182020
390320
598920
806860
1014980
1223820
121580
329760
537840
746480
955260
1162940
61200
269240
476920
685875
894480
1103000
1300
210180
417980
626500
834940
1042882
1251900
150300
276120
486380
695640
904200
1113480
12060
222620
431880
640820
849480
1058820
1268580
166260
375460
584300
793160
1001840
1210880
109260
318460
527740
737238
946480
1155920
54180
263360
472980
682160
891140
1100060
1308660
206660
416040
624600
832800
1041360
1250540
148560
357180
565840
774520
983501
1193120
91460
300400
509600
718240
927020
1135760
53740
263340
471840
680420
889260
1098100
1307320
205400
414720
623540
832520
1041200
1249780
147860
355940
563860
772800
982040
1190820
88800
297440
505700
715100
923260
1131749
30540
239080
447800
656170
864140
1072480
1283660
182360
392300
601840
811060
1019460
1228380
127060
336320
545442
753300
961780
1169520
66960
275540
483660
691640
900660
1108920
29300
238740
448040
657420
866680
1075140
1283960
182240
391460
600920
810240
1019400
1228300
127320
336340
545600
753940
963320
1172620
70700
279520
488100
696920
905020
1114260
11980
219760
428560
636460
844260
1052740
1261040
158880
367880
575900
784540
992900
1200640
97960
306960
515560
725000
933920
1142660
40760
248980
457280
666560
874460
994040
1205780
104200
312560
521780
731200
940280
1149156
46960
255400
463700
672120
880700
1090100
1301280
200480
409880
618758
828100
1036380
1245260
143125
351481
560658
768900
977540
1186140
84060
293020
501420
710280
919780
1127680
25640
234680
443460
652120
860680
1068360
1276380
174340
382840
591440
800680
1010280
1218140
115760
323560
532560
761820
971920
1180220
77040
285360
493620
702320
909420
1117360
16102
224100
432234
641140
849660
1058520
1267900
166008
374780
583420
792360
1000880
1209320
106520
315120
524160
732680
941040
1149530
47860
256120
463600
673060
881180
1089460
1297900
195560
404180
612720
821180
1029220
1238280
136660
345040
553600
762340
970110
1179040
77060
286200
495900
586740
796500
1005600
1214900
113260
322720
531680
739046
950320
1159860
58220
266940
475720
683140
892180
1101040
1310060
208880
416980
625460
834520
1042940
1251780
150120
359680
567240
775860
983960
1191600
89460
297800
505780
714480
922840
1131780
29140
237520
446160
654160
862400
1071260
1279842
177040
385040
592800
801040
1010220
1218200
116340
325020
558540
767880
976340
1185360
82880
290520
499060
706540
914340
1121700
19780
228260
437500
645400
854420
1062840
1272180
169840
378940
587820
796860
1006040
1215240
112720
321340
530100
738440
946760
1155880
53780
262740
471100
679220
887920
1096340
1305040
203280
410860
619300
828040
1036540
1245660
143120
351300
559940
768604
977040
1186420
84340
201380
411440
620950
830360
1038580
1248260
146860
355320
563880
773240
981780
1190860
88720
297980
508520
718040
926880
1136700
35160
244720
452920
661460
869180
1078460
1287740
185240
393660
603100
811535
1020820
1230240
128520
338400
547580
757437
966820
1175100
73100
281720
489440
698400
907900
1116000
14400
222800
431060
639760
848200
1057040
1286440
186120
395240
604460
813500
1022020
1230880
128920
337100
545680
754440
963600
1172060
70420
280380
489320
697760
907420
1116460
14580
221880
430580
638600
847200
1055400
1264320
162180
371400
579340
786840
995800
1204420
102660
311560
520480
729020
937280
1144847
42460
250120
458560
666780
875020
1083740
1292480
189900
398660
606575
815380
1023800
1256020
154540
362540
570247
778500
986420
1195360
94040
302000
510400
719500
928560
1138520
36860
245700
453800
662637
871300
1079380
1288940
186180
394600
603080
811360
1019760
1228440
126140
334580
543240
752120
960260
1167860
68660
277820
487780
696780
905880
1115320
13100
221840
430860
639980
849180
1057980
1266540
164280
373300
582740
791440
917540
1128220
26000
234840
443460
652500
861880
1070760
1279760
179080
387920
596020
803580
1011880
1220580
119280
328120
536900
746520
955500
1164240
63080
272340
481340
690080
899280
1108420
6920
215040
423820
632980
841460
1049020
1258278
155780
