,RO_VALUE,LAYER_OR_BOUNDARY
0,20022,layer
1,20024,layer
2,20000,layer
3,19976,layer
4,20000,layer
5,20007,layer
6,20000,layer
7,20000,layer
8,20004,layer
9,20020,layer
10,20020,layer
11,20004,layer
12,20014,layer
13,20000,layer
14,20005,layer
15,19980,layer
16,19995,layer
17,19980,layer
18,20004,layer
19,20000,layer
20,20004,layer
21,20020,layer
22,20011,layer
23,20004,layer
24,20004,layer
25,19968,layer
26,20004,layer
27,20004,layer
28,19980,layer
29,19980,layer
30,20000,layer
31,20000,layer
32,20000,layer
33,20000,layer
34,20020,layer
35,20007,layer
36,19981,layer
37,20000,layer
38,20004,layer
39,20020,layer
40,20014,layer
41,20004,layer
42,20005,layer
43,20004,layer
44,20000,layer
45,20000,layer
46,20000,layer
47,20000,layer
48,20000,layer
49,20006,layer
50,20013,layer
51,20013,layer
52,20004,layer
53,19984,layer
54,20000,layer
55,20000,layer
56,20020,layer
57,20015,layer
58,20000,layer
59,20004,layer
60,20000,layer
61,20000,layer
62,20000,layer
63,20004,layer
64,20006,layer
65,20000,layer
66,20000,layer
67,20013,layer
68,20000,layer
69,20000,layer
70,20004,layer
71,20015,layer
72,20019,layer
73,19999,layer
74,20000,layer
75,20000,layer
76,20006,layer
77,20013,layer
78,20006,layer
79,20025,layer
80,20004,layer
81,20000,layer
82,20000,layer
83,20001,layer
84,20000,layer
85,20006,layer
86,19992,layer
87,20000,layer
88,20020,layer
89,20020,layer
90,20000,layer
91,19984,layer
92,19978,layer
93,20000,layer
94,20000,layer
95,20000,layer
96,20000,layer
97,20000,layer
98,19984,layer
99,20000,layer
100,20000,layer
101,20020,layer
102,20000,layer
103,20003,layer
104,20006,layer
105,20020,layer
106,20020,layer
107,20009,layer
108,20020,layer
109,20020,layer
110,20006,layer
111,20020,layer
112,20000,layer
113,20000,layer
114,19984,layer
115,19980,layer
116,20000,layer
117,20006,layer
118,20000,layer
119,20000,layer
120,20000,layer
121,20000,layer
122,20000,layer
123,20007,layer
124,20000,layer
125,20000,layer
126,20015,layer
127,20018,layer
128,20014,layer
129,20004,layer
130,20004,layer
131,19980,layer
132,19982,layer
133,19980,layer
134,20000,layer
135,20006,layer
136,20000,layer
137,20000,layer
138,19993,layer
139,19995,layer
140,20003,layer
141,20000,layer
142,20004,layer
143,20000,layer
144,20004,layer
145,20000,layer
146,20000,layer
147,19980,layer
148,19980,layer
149,20005,layer
150,20020,layer
151,20000,layer
152,20000,layer
153,20004,layer
154,20015,layer
155,20004,layer
156,20020,layer
157,20020,layer
158,20014,layer
159,20000,layer
160,20020,layer
161,20020,layer
162,20000,layer
163,20000,layer
164,19980,layer
165,19980,layer
166,20000,layer
167,20020,layer
168,20025,layer
169,20000,layer
170,20000,layer
171,20000,layer
172,20004,layer
173,20000,layer
174,20000,layer
175,20004,layer
176,19980,layer
177,20000,layer
178,19984,layer
179,20020,layer
180,20020,layer
181,20004,layer
182,20000,layer
183,20000,layer
184,20000,layer
185,20000,layer
186,20000,layer
187,20000,layer
188,20000,layer
189,20000,layer
190,20009,layer
191,20016,layer
192,19978,layer
193,19980,layer
194,20000,layer
195,20015,layer
196,20024,layer
197,20020,layer
198,20002,layer
199,20004,layer
200,20000,layer
201,20001,layer
202,20020,layer
203,20004,layer
204,20004,layer
205,20014,layer
206,20000,layer
207,20000,layer
208,19978,layer
209,20005,layer
210,20000,layer
211,20000,layer
212,20000,layer
213,20000,layer
214,19980,layer
215,19964,layer
216,20000,layer
217,20000,layer
218,19984,layer
219,20000,layer
220,19984,layer
221,20020,layer
222,20002,layer
223,19998,layer
224,20020,layer
225,20024,layer
226,20000,layer
227,19980,layer
228,20025,layer
229,20000,layer
230,20020,layer
231,19940,layer
232,19947,layer
233,20020,layer
234,20020,layer
235,19944,layer
236,20000,layer
237,19998,layer
238,20004,layer
239,20000,layer
240,19980,layer
241,19976,layer
242,20000,layer
243,19999,layer
244,19980,layer
245,20020,layer
246,20040,layer
247,20006,layer
248,20010,layer
249,20020,layer
250,19984,layer
251,20000,layer
252,20028,layer
253,20006,layer
254,19920,layer
255,20013,layer
256,20006,layer
257,20020,layer
258,20020,layer
259,19980,layer
260,20000,layer
261,19984,layer
262,20027,layer
263,20000,layer
264,19920,layer
265,20020,layer
266,20022,layer
267,19924,layer
268,19964,layer
269,19980,layer
270,20000,layer
271,20004,layer
272,20020,layer
273,20000,layer
274,20005,layer
275,20005,layer
276,20000,layer
277,20024,layer
278,20004,layer
279,19980,layer
280,20000,layer
281,20020,layer
282,20000,layer
283,20020,layer
284,20020,layer
285,20004,layer
286,20005,layer
287,20020,layer
288,20004,layer
289,20000,layer
