,RO_VALUE,LAYER_OR_BOUNDARY
0,20020,layer
1,20020,layer
2,20020,layer
3,20020,layer
4,20000,layer
5,20000,layer
6,20005,layer
7,20020,layer
8,20024,layer
9,20011,layer
10,20020,layer
11,20020,layer
12,20020,layer
13,20000,layer
14,20020,layer
15,20012,layer
16,20006,layer
17,20006,layer
18,20004,layer
19,20020,layer
20,20017,layer
21,20024,layer
22,20024,layer
23,20020,layer
24,20014,layer
25,20020,layer
26,20020,layer
27,20020,layer
28,20034,layer
29,20013,layer
30,20000,layer
31,20020,layer
32,20040,layer
33,20020,layer
34,20020,layer
35,20020,layer
36,20022,layer
37,20020,layer
38,20020,layer
39,20020,layer
40,20010,layer
41,20026,layer
42,20020,layer
43,20039,layer
44,20020,layer
45,20004,layer
46,20020,layer
47,20024,layer
48,20020,layer
49,20008,layer
50,20020,layer
51,20000,layer
52,20012,layer
53,20001,layer
54,20004,layer
55,20020,layer
56,20000,layer
57,20020,layer
58,20020,layer
59,20000,layer
60,20020,layer
61,20024,layer
62,20040,layer
63,20033,layer
64,20020,layer
65,20020,layer
66,20020,layer
67,20020,layer
68,20043,layer
69,20020,layer
70,20015,layer
71,20009,layer
72,19982,layer
73,20013,layer
74,20004,layer
75,20000,layer
76,20000,layer
77,20020,layer
78,20004,layer
79,20000,layer
80,20000,layer
81,20017,layer
82,20000,layer
83,20000,layer
84,20000,layer
85,20007,layer
86,20006,layer
87,20000,layer
88,20000,layer
89,20000,layer
90,20000,layer
91,20020,layer
92,20023,layer
93,20020,layer
94,19880,layer
95,19783,layer
96,19854,layer
97,19860,layer
98,20040,layer
99,20060,layer
100,20040,layer
101,20004,layer
102,20014,layer
103,20000,layer
104,20020,layer
105,20004,layer
106,20000,layer
107,19984,layer
108,19998,layer
109,19984,layer
110,19997,layer
111,20000,layer
112,20006,layer
113,20004,layer
114,20010,layer
115,20029,layer
116,20000,layer
117,20020,layer
118,20020,layer
119,20000,layer
120,20000,layer
121,19860,layer
122,19840,layer
123,19860,layer
124,20020,layer
125,20060,layer
126,20020,layer
127,20000,layer
128,20000,layer
129,20000,layer
130,20009,layer
131,20020,layer
132,20002,layer
133,20000,layer
134,19978,layer
135,20004,layer
136,20020,layer
137,20000,layer
138,20000,layer
139,19986,layer
140,19985,layer
141,20000,layer
142,20006,layer
143,20020,layer
144,19984,layer
145,20004,layer
146,20006,layer
147,19860,layer
148,19846,layer
149,19860,layer
150,19880,layer
151,20006,layer
152,20031,layer
153,20006,layer
154,20000,layer
155,20020,layer
156,20013,layer
157,20000,layer
158,20000,layer
159,20009,layer
160,20020,layer
161,20006,layer
162,20006,layer
163,20000,layer
164,20004,layer
165,20000,layer
166,20020,layer
167,20007,layer
168,20020,layer
169,20020,layer
170,20000,layer
171,20004,layer
172,20015,layer
173,19984,layer
174,20007,layer
175,20020,layer
176,20020,layer
177,20033,layer
178,19889,layer
179,19861,layer
180,19880,layer
181,19924,layer
182,20060,layer
183,20036,layer
184,20006,layer
185,20000,layer
186,20020,layer
187,20020,layer
188,20018,layer
189,20018,layer
190,20025,layer
191,20000,layer
192,20006,layer
193,20000,layer
194,20000,layer
195,20000,layer
196,20000,layer
197,20000,layer
198,20000,layer
199,20000,layer
200,20009,layer
201,20005,layer
202,20019,layer
203,20000,layer
204,19900,layer
205,19853,layer
206,19864,layer
207,19900,layer
208,20060,layer
209,20040,layer
210,20040,layer
211,20020,layer
212,20002,layer
213,20004,layer
214,20004,layer
215,20020,layer
216,20000,layer
217,19987,layer
218,20000,layer
219,20000,layer
220,20006,layer
221,20020,layer
222,20016,layer
223,20000,layer
224,20012,layer
225,20013,layer
226,20004,layer
227,20000,layer
228,20000,layer
229,20000,layer
230,20005,layer
231,19840,layer
232,19860,layer
233,19880,layer
234,20000,layer
235,20011,layer
236,20017,layer
237,20020,layer
238,20006,layer
239,20000,layer
240,20000,layer
241,20004,layer
242,20024,layer
243,20020,layer
244,20020,layer
245,20000,layer
246,20000,layer
247,20000,layer
248,20020,layer
249,20000,layer
250,20000,layer
251,20009,layer
252,20006,layer
253,20020,layer
254,20020,layer
255,20004,layer
256,20020,layer
257,19878,layer
258,19840,layer
259,19860,layer
260,19880,layer
261,20020,layer
262,20040,layer
263,20020,layer
264,20019,layer
265,20020,layer
266,20020,layer
267,20000,layer
268,19987,layer
269,20000,layer
270,20014,layer
271,20009,layer
272,20000,layer
273,19996,layer
274,20004,layer
275,20000,layer
276,20000,layer
277,20016,layer
278,20009,layer
279,20000,layer
280,20000,layer
281,20000,layer
282,19988,layer
283,20000,layer
284,19844,layer
285,19846,layer
286,19893,layer
287,20040,layer
288,20040,boundary
289,20038,layer
290,20021,layer
291,20020,layer
292,20014,layer
293,20001,layer
294,20000,layer
295,20020,layer
296,20020,layer
297,20000,layer
298,19980,layer
299,20000,layer
300,20020,layer
301,20020,layer
302,20020,layer
303,20000,layer
304,19980,layer
305,19984,layer
306,20000,layer
307,20020,layer
308,20004,layer
309,20013,layer
310,19995,layer
311,19860,layer
312,19860,layer
313,19884,layer
314,20060,layer
315,20040,layer
316,20020,layer
317,20006,layer
318,20020,layer
319,20020,layer
320,20020,layer
321,20004,layer
322,20014,layer
323,20009,layer
324,20020,layer
325,20020,layer
326,20009,layer
327,20012,layer
328,20000,layer
329,20006,layer
330,20020,layer
331,20000,layer
332,20020,layer
333,20007,layer
334,20006,layer
335,20000,layer
336,20006,layer
337,19858,layer
338,19839,layer
339,19883,layer
340,19886,layer
341,20038,layer
342,20020,layer
343,20020,layer
344,20000,layer
345,20031,layer
346,20000,layer
347,20000,layer
348,20000,layer
349,20004,layer
350,20007,layer
351,20006,layer
352,19993,layer
353,20000,layer
354,20020,layer
355,20020,layer
356,20000,layer
357,20000,layer
358,20000,layer
359,19976,layer
360,20006,layer
361,20004,layer
362,20020,layer
363,19980,layer
364,19840,layer
365,19860,layer
366,19880,layer
367,20000,layer
368,20040,layer
369,20036,layer
370,20020,layer
371,19984,layer
372,19997,layer
373,19980,layer
374,19980,layer
375,20000,layer
376,20013,layer
377,20000,layer
378,20000,layer
379,19997,layer
380,20000,layer
381,20000,layer
382,19978,layer
383,20000,layer
384,20018,layer
385,20000,layer
386,20000,layer
387,20000,layer
388,20020,layer
389,20000,layer
390,20000,layer
391,20000,layer
392,20000,layer
393,20020,layer
394,19970,layer
395,19881,layer
396,19860,layer
397,19880,layer
398,20020,layer
399,20043,layer
400,20014,layer
401,20020,layer
402,20000,layer
403,20015,layer
404,19984,layer
405,19980,layer
406,20000,layer
407,20020,layer
408,20020,layer
409,20000,layer
410,20000,layer
411,20000,layer
412,19980,layer
413,20004,layer
414,20007,layer
415,20000,layer
416,20000,layer
417,20010,layer
418,20000,layer
419,20000,layer
420,20000,layer
421,19862,layer
422,19860,layer
423,19860,layer
424,19924,layer
425,20039,layer
426,20020,layer
427,20016,layer
428,20003,layer
429,20020,layer
430,20016,layer
431,20020,layer
432,20003,layer
433,20004,layer
434,20000,layer
435,19980,layer
436,19993,layer
437,20000,layer
438,20000,layer
439,20000,layer
440,20008,layer
441,20015,layer
442,20000,layer
443,20014,layer
444,19976,layer
445,19994,layer
446,19920,layer
447,19840,layer
448,19864,layer
449,19883,layer
450,20040,layer
451,20040,layer
452,20007,layer
453,20000,layer
454,19980,layer
455,20000,layer
456,20020,layer
457,20016,layer
458,20020,layer
459,20000,layer
460,20000,layer
461,20004,layer
462,20020,layer
463,20000,layer
464,20015,layer
465,20002,layer
466,20000,layer
467,20000,layer
468,20016,layer
469,20000,layer
470,20000,layer
471,20013,layer
472,20017,layer
473,19842,layer
474,19856,layer
475,19871,layer
476,19980,layer
477,20040,layer
478,20040,layer
479,20004,layer
480,19980,layer
481,20000,layer
482,20006,layer
483,20018,layer
484,20013,layer
485,20014,layer
486,20000,layer
487,20020,layer
488,20020,layer
489,20005,layer
490,19980,layer
491,20000,layer
492,20000,layer
493,19992,layer
494,20020,layer
495,20002,layer
496,20020,layer
497,20015,layer
498,20000,layer
499,19899,layer
500,19846,layer
501,19860,layer
502,19900,layer
503,20040,layer
504,20024,layer
505,20000,layer
506,20004,layer
507,19986,layer
508,20004,layer
509,20020,layer
510,20000,layer
511,20000,layer
512,20009,layer
513,19974,layer
514,20000,layer
515,20018,layer
516,20000,layer
517,20000,layer
518,20006,layer
519,20000,layer
520,19980,layer
521,19984,layer
522,19992,layer
523,20020,layer
524,20014,layer
525,20004,layer
526,19880,layer
527,19860,layer
528,19867,layer
529,20000,layer
530,20040,layer
531,20020,layer
532,20004,layer
533,20006,layer
534,20020,layer
535,20020,layer
536,19992,layer
537,20000,layer
538,19992,layer
539,20000,layer
540,20004,layer
541,20000,layer
542,20005,layer
543,20000,layer
544,19988,layer
545,20000,layer
546,20000,layer
547,20000,layer
548,19984,layer
549,20000,layer
550,20000,layer
551,20000,layer
552,19864,layer
553,19840,layer
554,19851,layer
555,19860,layer
556,20042,layer
557,20042,layer
558,20000,layer
559,19984,layer
560,20000,layer
561,20000,layer
562,20000,layer
563,20003,layer
564,20000,layer
565,20020,layer
566,20000,layer
567,20018,layer
568,20004,layer
569,20000,layer
570,19999,layer
571,20020,layer
572,20013,layer
573,20006,layer
574,20000,layer
575,20000,layer
576,20000,layer
577,20006,layer
578,20014,layer
579,19840,layer
580,19844,layer
581,19860,layer
582,20006,layer
583,20020,layer
584,20020,layer
585,20000,layer
586,19980,layer
587,19991,layer
588,20000,layer
589,20000,layer
590,20014,layer
591,20020,layer
592,20028,layer
593,20004,layer
594,20009,layer
595,20000,layer
596,20006,layer
597,20000,layer
598,20004,layer
599,20000,layer
600,19982,layer
601,20000,layer
602,20020,layer
603,20000,layer
604,20007,layer
605,20000,layer
606,20000,layer
607,19993,layer
608,20007,layer
609,20004,layer
610,19864,layer
611,19844,layer
612,19880,layer
613,20049,layer
614,20024,layer
615,20004,layer
616,20006,layer
617,20000,layer
618,20020,layer
619,20020,layer
620,20000,layer
621,20020,layer
622,20020,layer
623,20006,layer
624,20004,layer
625,19980,layer
626,19980,layer
627,20000,layer
628,20000,layer
629,20000,layer
630,20020,layer
631,20000,layer
632,19982,layer
633,20004,layer
634,20000,layer
635,20006,layer
636,19880,layer
637,19862,layer
638,19860,layer
639,19880,layer
640,20040,layer
641,20040,layer
642,20013,layer
643,19982,layer
644,20000,layer
645,20000,layer
646,20015,layer
647,20000,layer
648,20000,layer
649,20006,layer
650,20004,layer
651,20020,layer
652,20014,layer
653,20020,layer
654,20004,layer
655,20020,layer
656,20020,layer
657,20000,layer
658,19978,layer
659,19984,layer
660,19980,layer
661,20000,layer
662,19960,layer
663,19858,layer
664,19850,layer
665,19880,layer
666,20024,layer
667,20020,layer
668,20012,layer
669,20013,layer
670,20000,layer
671,20004,layer
672,20000,layer
673,20000,layer
674,20000,layer
675,19976,layer
676,20010,layer
677,20004,layer
678,20013,layer
679,20018,layer
680,20020,layer
681,19980,layer
682,19977,layer
683,19966,layer
684,20005,layer
685,20000,layer
686,20000,layer
687,20000,layer
688,20020,layer
689,19880,layer
690,19860,layer
691,19867,layer
692,19924,layer
693,20043,layer
694,20004,layer
695,20000,layer
696,20000,layer
697,20000,layer
698,20020,layer
699,20024,layer
700,20007,layer
701,20020,layer
702,20020,layer
703,20014,layer
704,20000,layer
705,19980,layer
706,19984,layer
707,20004,layer
708,20014,layer
709,20006,layer
710,20000,layer
711,19978,layer
712,20020,layer
713,20000,layer
714,20000,layer
715,19933,layer
716,19857,layer
717,19860,layer
718,19887,layer
719,20044,layer
720,20017,layer
721,20000,layer
722,20005,layer
723,20004,layer
724,20000,layer
725,20024,layer
726,20000,layer
727,20004,layer
728,20000,layer
729,20000,layer
730,20009,layer
731,20009,layer
732,20000,layer
733,20014,layer
734,20000,layer
735,20000,layer
736,20007,layer
737,20020,layer
738,20014,layer
739,20000,layer
740,20000,layer
741,20000,layer
742,19853,layer
743,19844,layer
744,19862,layer
745,19940,layer
746,20039,layer
747,20020,layer
748,20000,layer
749,20004,layer
750,20000,layer
751,20014,layer
752,20020,layer
753,20008,layer
754,20000,layer
755,19992,layer
756,20004,layer
757,20004,layer
758,20000,layer
759,20004,layer
760,20013,layer
761,20000,layer
762,20006,layer
763,20020,layer
764,20020,layer
765,20000,layer
766,20000,layer
767,19980,layer
768,19920,layer
769,19860,layer
770,19860,layer
771,19880,layer
772,20020,layer
773,20020,layer
774,20020,layer
775,20004,layer
776,20000,layer
777,20000,layer
778,20000,layer
779,20020,layer
780,20020,layer
781,20020,layer
782,19971,layer
783,20000,layer
784,20001,layer
785,20000,layer
786,19976,layer
787,19992,layer
788,20000,layer
789,20000,layer
790,20000,layer
791,20000,layer
792,20007,layer
793,20018,layer
794,20013,layer
795,19860,layer
796,19872,layer
797,19880,layer
798,19950,layer
799,20024,layer
800,20038,layer
801,20004,layer
802,20040,layer
803,20040,layer
804,20006,layer
805,20000,layer
806,20040,layer
807,20024,layer
808,20020,layer
809,20039,layer
810,20039,boundary
811,19940,layer
812,20020,layer
813,20020,layer
814,20020,layer
815,20004,layer
816,19964,layer
817,19940,layer
818,19940,layer
819,19930,layer
820,19980,layer
821,20008,layer
822,20020,layer
823,20000,layer
824,19988,layer
825,20005,layer
826,20000,layer
827,20000,layer
828,20004,layer
829,20000,layer
830,20006,layer
831,20000,layer
832,19982,layer
833,19984,layer
834,19860,layer
835,19847,layer
836,19880,layer
837,19891,layer
838,19920,layer
839,19960,layer
840,19980,layer
841,19980,layer
842,19971,layer
843,19973,layer
844,19960,layer
845,19960,layer
846,19977,layer
847,19964,layer
848,19980,layer
849,19998,layer
850,19980,layer
851,19960,layer
852,19960,layer
853,19967,layer
854,19996,layer
855,19973,layer
856,19964,layer
857,19966,layer
858,19967,layer
859,20104,layer
860,20060,layer
861,20026,layer
862,20010,layer
863,20000,layer
864,20000,layer
865,20014,layer
866,20024,layer
867,20000,layer
868,20000,layer
869,20000,layer
870,20000,layer
871,20006,layer
872,20000,layer
873,20000,layer
874,19984,layer
875,19984,layer
876,20004,layer
877,20020,layer
878,20020,layer
879,20000,layer
880,19992,layer
881,19880,layer
882,19840,layer
883,19860,layer
884,19861,layer
885,19860,layer
886,19880,layer
887,19900,layer
888,19920,layer
889,19953,layer
890,19980,layer
891,19980,layer
892,19987,layer
893,19980,layer
894,19960,layer
