,RO_VALUE,LAYER_OR_BOUNDARY
0,20020,layer
1,20020,layer
2,20020,layer
3,20020,layer
4,20020,layer
5,20020,layer
6,20000,layer
7,20024,layer
8,20020,layer
9,20018,layer
10,20020,layer
11,20020,layer
12,20002,layer
13,20020,layer
14,20026,layer
15,20020,layer
16,20020,layer
17,20000,layer
18,20000,layer
19,20004,layer
20,20020,layer
21,20006,layer
22,20004,layer
23,20006,layer
24,20013,layer
25,20020,layer
26,20020,layer
27,20007,layer
28,20014,layer
29,20007,layer
30,20000,layer
31,20000,layer
32,20000,layer
33,20000,layer
34,20006,layer
35,20020,layer
36,20020,layer
37,20000,layer
38,20000,layer
39,20011,layer
40,20020,layer
41,20024,layer
42,20020,layer
43,20020,layer
44,20000,layer
45,20007,layer
46,20020,layer
47,20020,layer
48,20020,layer
49,20020,layer
50,20020,layer
51,20020,layer
52,20020,layer
53,20020,layer
54,20020,layer
55,20000,layer
56,20006,layer
57,20015,layer
58,20020,layer
59,20020,layer
60,20014,layer
61,20000,layer
62,20000,layer
63,20020,layer
64,20020,layer
65,20020,layer
66,20000,layer
67,20011,layer
68,20020,layer
69,20013,layer
70,20020,layer
71,20018,layer
72,20006,layer
73,20020,layer
74,20020,layer
75,19886,layer
76,19924,layer
77,20040,layer
78,20059,layer
79,20040,layer
80,20020,layer
81,20020,layer
82,20020,layer
83,20020,layer
84,20042,layer
85,20010,layer
86,20020,layer
87,19880,layer
88,19880,layer
89,19920,layer
90,19960,layer
91,20040,layer
92,20028,layer
93,20000,layer
94,20006,layer
95,20020,layer
96,20020,layer
97,19979,layer
98,20001,layer
99,20020,layer
100,20040,layer
101,20020,layer
102,20020,layer
103,20020,layer
104,20020,layer
105,20020,layer
106,20020,layer
107,19964,layer
108,19878,layer
109,19890,layer
110,19904,layer
111,19980,layer
112,20080,layer
113,20040,layer
114,20023,layer
115,20043,layer
116,20040,layer
117,20040,layer
118,20020,layer
119,20021,layer
120,20028,layer
121,20004,layer
122,19880,layer
123,19880,layer
124,19897,layer
125,19900,layer
126,20000,layer
127,20020,layer
128,20020,layer
129,20006,layer
130,20020,layer
131,20004,layer
132,20040,layer
133,20043,layer
134,20040,layer
135,20014,layer
136,20000,layer
137,20008,layer
138,20024,layer
139,20040,layer
140,20040,layer
141,19979,layer
142,19924,layer
143,19884,layer
144,20000,layer
145,20040,layer
146,20043,layer
147,20020,layer
148,20024,layer
149,20040,layer
150,20040,layer
151,20020,layer
152,20020,layer
153,20034,layer
154,19980,layer
155,19880,layer
156,19886,layer
157,19926,layer
158,20040,layer
159,20020,layer
160,20024,layer
161,20020,layer
162,20020,layer
163,20000,layer
164,20026,layer
165,20020,layer
166,20013,layer
167,20024,layer
168,20034,layer
169,20024,layer
170,20040,layer
171,20020,layer
172,20002,layer
173,19998,layer
174,19900,layer
175,19940,layer
176,20040,layer
177,20049,layer
178,20040,layer
179,20020,layer
180,20022,layer
181,20020,layer
182,20020,layer
183,20020,layer
184,20040,layer
185,20024,layer
186,19892,layer
187,19880,layer
188,19900,layer
189,19980,layer
190,20040,layer
191,20010,layer
192,20006,layer
193,20020,layer
194,20004,layer
195,20020,layer
196,20040,layer
197,20020,layer
198,20020,layer
199,20020,layer
200,20020,layer
201,20040,layer
202,20040,layer
203,20024,layer
204,20000,layer
205,19948,layer
206,19880,layer
207,19880,layer
208,19887,layer
209,19934,layer
210,20040,layer
211,20040,layer
212,20040,layer
213,20040,layer
214,20020,layer
215,20010,layer
216,20020,layer
217,20040,layer
218,20020,layer
219,20000,layer
220,19880,layer
221,19880,layer
222,19898,layer
223,19920,layer
224,20020,layer
225,20037,layer
226,20020,layer
227,20020,layer
228,20000,layer
229,20040,layer
230,20040,layer
231,20020,layer
232,20020,layer
233,20004,layer
234,20026,layer
235,20020,layer
236,20040,layer
237,20020,layer
238,20018,layer
239,20020,layer
240,20010,layer
241,20040,layer
242,20024,layer
243,20024,layer
244,20021,layer
245,20020,layer
246,20020,boundary
247,19972,layer
248,20020,layer
249,20040,layer
250,20040,layer
251,20020,layer
252,20020,layer
253,20016,layer
254,19888,layer
255,19926,layer
256,19920,layer
257,19940,layer
258,19980,layer
259,20020,layer
260,20020,layer
261,20023,layer
262,20026,layer
263,20007,layer
264,20040,layer
265,20040,layer
266,20026,layer
267,20020,layer
268,20020,layer
269,20020,layer
270,19998,layer
271,19880,layer
272,19944,layer
273,19964,layer
274,20020,layer
275,20020,layer
276,20020,layer
277,20020,layer
278,20020,layer
279,20000,layer
280,20029,layer
281,20020,layer
282,20020,layer
283,20020,layer
284,20020,layer
285,20020,layer
286,19920,layer
287,19880,layer
288,19960,layer
289,20000,layer
290,20008,layer
291,20020,layer
292,20040,layer
293,20028,layer
294,20014,layer
295,20004,layer
296,19999,layer
297,20027,layer
298,20040,layer
299,20020,layer
300,20020,layer
301,20020,layer
302,20000,layer
303,19872,layer
304,19880,layer
305,19960,layer
306,20008,layer
307,20010,layer
308,20036,layer
309,20020,layer
310,20020,layer
311,20013,layer
312,20020,layer
313,20043,layer
314,20013,layer
315,20000,layer
316,19980,layer
317,20000,layer
318,20027,layer
319,20020,layer
320,20020,layer
321,20020,boundary
322,19976,layer
323,20040,layer
324,20040,layer
325,20020,layer
326,20014,layer
327,19991,layer
328,19980,layer
329,19904,layer
330,19940,layer
331,19972,layer
332,20020,layer
333,20020,layer
334,20037,layer
335,20040,layer
336,20020,layer
337,20013,layer
338,19982,layer
339,19983,layer
340,20024,layer
341,20026,layer
342,20020,layer
343,20020,layer
344,20024,layer
345,20000,layer
346,19920,layer
347,19940,layer
348,19960,layer
349,19980,layer
350,20024,layer
351,20020,layer
352,20020,layer
353,20040,layer
354,20020,layer
355,20002,layer
356,20044,layer
357,20024,layer
358,20006,layer
359,20014,layer
360,20004,layer
361,20007,layer
362,19964,layer
363,19900,layer
364,19923,layer
365,19960,layer
366,20020,layer
367,20040,layer
368,20020,layer
369,20013,layer
370,20004,layer
371,20007,layer
372,19987,layer
373,20040,layer
374,20024,layer
375,20020,layer
376,20004,layer
377,20020,layer
378,20040,layer
379,19964,layer
380,19880,layer
381,19940,layer
382,19958,layer
383,19984,layer
384,20040,layer
385,20020,layer
386,20020,layer
387,20020,layer
388,20020,layer
389,20040,layer
390,20020,layer
391,20040,layer
392,20020,layer
393,20010,layer
394,20020,layer
395,20020,layer
396,20032,layer
397,20020,layer
398,20017,layer
399,20020,layer
400,20020,boundary
401,19980,layer
402,20026,layer
403,20011,layer
404,20000,layer
405,19960,layer
406,20020,layer
407,20020,layer
408,19979,layer
409,20004,layer
410,19879,layer
411,19917,layer
412,19920,layer
413,19960,layer
414,20006,layer
415,20038,layer
416,20016,layer
417,20020,layer
418,20020,layer
419,20020,layer
420,20040,layer
421,20024,layer
422,20020,layer
423,19940,layer
424,19988,layer
425,20020,layer
426,20040,layer
427,20024,layer
428,20020,layer
429,19940,layer
430,19963,layer
431,19980,layer
432,20004,layer
433,20020,layer
434,20020,layer
435,20020,layer
436,20000,layer
437,20020,layer
438,20040,layer
439,20040,layer
440,20020,layer
441,20043,layer
442,20020,layer
443,20040,layer
444,20040,layer
445,20020,layer
446,20020,layer
447,20020,layer
448,20017,layer
449,20020,layer
450,20020,boundary
451,19960,layer
452,19980,layer
453,20020,layer
454,20020,layer
455,19960,layer
456,19960,layer
457,19980,layer
458,20000,layer
459,20004,layer
460,19988,layer
461,19991,layer
462,20044,layer
463,20020,layer
464,19940,layer
465,19900,layer
466,19920,layer
467,19930,layer
468,19982,layer
469,20000,layer
470,20020,layer
471,20058,layer
472,20040,layer
473,20004,layer
474,19927,layer
475,19940,layer
476,19958,layer
477,19980,layer
478,20000,layer
479,20009,layer
480,20000,layer
481,20060,layer
482,20040,layer
483,19996,layer
484,19886,layer
485,19897,layer
486,19920,layer
487,19944,layer
488,19984,layer
489,20011,layer
490,20018,layer
491,20020,layer
492,20020,layer
493,20020,layer
494,20020,layer
495,20016,layer
496,20020,layer
497,19984,layer
498,20060,layer
499,20024,layer
500,19960,layer
501,19872,layer
502,19920,layer
503,19940,layer
504,19944,layer
505,20000,layer
506,20058,layer
507,20040,layer
508,20020,layer
509,19940,layer
510,19940,layer
511,19940,layer
512,19964,layer
513,20020,layer
514,20004,layer
515,20007,layer
516,20052,layer
517,20037,layer
518,20000,layer
519,19940,layer
520,19960,layer
521,19967,layer
522,19991,layer
523,20000,layer
524,20006,layer
525,20020,layer
526,20058,layer
527,20022,layer
528,19926,layer
529,19894,layer
530,19904,layer
531,19920,layer
532,19926,layer
533,19964,layer
534,20000,layer
535,20058,layer
536,20020,layer
537,20018,layer
538,20007,layer
539,20000,layer
540,20020,layer
541,20007,layer
542,20020,layer
543,20040,layer
544,20027,layer
545,20024,layer
546,20020,layer
547,20020,boundary
548,19960,layer
549,20040,layer
550,20040,layer
551,19964,layer
552,19904,layer
553,19900,layer
554,19920,layer
555,19952,layer
556,19960,layer
557,20000,layer
558,20032,layer
559,20040,layer
560,20011,layer
561,19895,layer
562,19920,layer
563,19940,layer
564,19960,layer
565,20006,layer
566,20016,layer
567,20060,layer
568,20020,layer
569,19984,layer
570,19892,layer
571,19927,layer
572,19944,layer
573,19944,layer
574,19980,layer
575,20020,layer
576,20053,layer
577,20060,layer
578,20044,layer
579,19962,layer
580,19920,layer
581,19944,layer
582,19960,layer
583,19964,layer
584,20000,layer
585,20004,layer
586,20028,layer
587,20015,layer
588,20004,layer
589,20020,layer
590,20020,layer
591,20004,layer
592,20020,layer
593,20040,layer
594,20047,layer
595,20020,layer
596,19920,layer
597,19880,layer
598,19893,layer
599,19900,layer
600,19900,layer
601,19963,layer
602,20020,layer
603,20080,layer
604,20040,layer
605,19980,layer
606,19900,layer
607,19900,layer
608,19920,layer
609,19924,layer
610,19964,layer
611,20004,layer
612,20040,layer
613,20040,layer
614,20020,layer
615,19940,layer
616,19918,layer
617,19924,layer
618,19920,layer
619,19924,layer
620,19966,layer
621,20007,layer
622,20084,layer
623,20044,layer
624,20020,layer
625,19886,layer
626,19880,layer
627,19920,layer
628,19934,layer
629,19980,layer
630,20020,layer
631,20004,layer
632,20020,layer
633,20018,layer
634,20004,layer
635,20020,layer
636,20002,layer
637,20000,layer
638,20020,layer
639,20020,layer
640,20020,layer
641,20024,layer
642,20020,layer
643,20020,layer
644,20040,layer
645,20024,layer
646,20037,layer
647,20020,layer
648,20020,layer
649,20004,layer
650,20004,boundary
651,19938,layer
652,19968,layer
653,20006,layer
654,19909,layer
655,19872,layer
656,19880,layer
657,19878,layer
658,20020,layer
659,20020,layer
660,20040,layer
661,20004,layer
662,20004,layer
663,20004,layer
664,20020,layer
665,20020,layer
666,19979,layer
667,20000,layer
668,20000,layer
669,20006,layer
670,19960,layer
671,20008,layer
672,20040,layer
673,20000,layer
674,19880,layer
675,19880,layer
676,19900,layer
677,19944,layer
678,20004,layer
679,19979,layer
680,20004,layer
681,20000,layer
682,20004,layer
683,20020,layer
684,20004,layer
685,20000,layer
686,20020,layer
687,20004,layer
688,20036,layer
689,20018,layer
690,19980,layer
691,20040,layer
692,20020,layer
693,19980,layer
694,19900,layer
695,19880,layer
696,19884,layer
697,19940,layer
698,20020,layer
699,20026,layer
700,20000,layer
701,20000,layer
702,20000,layer
703,20020,layer
704,20020,layer
705,20020,layer
706,20020,layer
707,20004,layer
708,20014,layer
709,20000,layer
710,20004,layer
711,20020,layer
712,19924,layer
713,19920,layer
714,19947,layer
715,19980,layer
716,20011,layer
717,20020,layer
718,20020,layer
719,20000,layer
720,20004,layer
721,20004,layer
722,20004,layer
723,20007,layer
724,20020,layer
725,20004,layer
726,20004,layer
727,20000,layer
728,20040,layer
729,20020,layer
730,20040,layer
731,20040,layer
732,20038,layer
733,20000,layer
734,19984,layer
735,20000,layer
736,20020,layer
737,20034,layer
738,20020,layer
739,20020,layer
740,20011,layer
741,20020,layer
742,20020,layer
743,20027,layer
744,20020,layer
745,19979,layer
746,20042,layer
747,20042,boundary
748,19946,layer
749,20000,layer
750,20020,layer
751,20000,layer
752,19980,layer
753,19900,layer
754,19906,layer
755,19920,layer
756,19920,layer
757,19924,layer
758,19944,layer
759,20000,layer
760,20020,layer
761,20060,layer
762,20046,layer
763,20006,layer
764,20000,layer
765,19900,layer
766,19877,layer
767,19920,layer
768,19960,layer
769,19988,layer
770,20015,layer
771,20000,layer
772,20009,layer
773,20000,layer
774,20060,layer
775,20020,layer
776,19958,layer
777,19977,layer
778,19938,layer
779,19920,layer
780,19926,layer
781,19992,layer
782,20020,layer
783,20000,layer
784,19984,layer
785,20020,layer
786,20000,layer
787,20044,layer
788,20011,layer
789,20001,layer
790,20004,layer
791,19924,layer
792,19924,layer
793,19904,layer
794,19940,layer
795,19978,layer
796,20006,layer
797,20004,layer
798,20006,layer
799,20020,layer
800,20040,layer
801,20040,layer
802,19998,layer
803,20000,layer
804,19920,layer
805,19920,layer
806,19924,layer
807,19960,layer
808,20000,layer
809,19980,layer
810,20020,layer
811,20006,layer
812,20020,layer
813,20073,layer
814,20040,layer
815,20004,layer
816,19992,layer
817,19912,layer
818,19884,layer
819,19900,layer
820,19900,layer
821,19920,layer
822,19940,layer
823,19980,layer
824,20028,layer
825,20020,layer
826,20060,layer
827,20024,layer
828,20003,layer
829,20020,layer
830,19980,layer
831,19944,layer
832,19944,layer
833,19963,layer
834,19980,layer
835,20004,layer
836,20000,layer
837,19980,layer
838,19984,layer
839,20080,layer
840,20039,layer
841,20038,layer
842,19982,layer
843,19984,layer
844,19880,layer
845,19880,layer
846,19920,layer
847,19940,layer
848,19984,layer
849,20006,layer
850,20004,layer
851,20000,layer
852,20040,layer
853,20040,layer
854,20000,layer
855,19980,layer
856,19960,layer
857,19894,layer
858,19900,layer
859,19920,layer
860,19960,layer
861,19987,layer
862,20000,layer
863,19984,layer
864,20017,layer
865,20104,layer
866,20040,layer
867,19980,layer
868,19980,layer
869,19884,layer
870,19880,layer
871,19880,layer
872,19900,layer
873,19924,layer
874,20000,layer
875,20020,layer
876,20000,layer
877,19978,layer
878,20020,layer
879,20020,layer
880,20000,layer
881,20006,layer
882,20000,layer
883,20019,layer
884,20004,layer
885,20004,layer
886,20004,layer
887,20020,layer
888,20020,layer
889,20020,layer
890,20016,layer
891,20020,layer
892,20044,layer
893,20040,layer
