,RO_VALUE,LAYER_OR_BOUNDARY
0,19980,layer
1,20000,layer
2,20015,layer
3,19984,layer
4,19985,layer
5,19980,layer
6,20000,layer
7,20000,layer
8,19993,layer
9,19980,layer
10,19980,layer
11,20000,layer
12,20000,layer
13,20004,layer
14,20009,layer
15,20000,layer
16,19980,layer
17,19980,layer
18,19984,layer
19,20000,layer
20,20000,layer
21,20000,layer
22,19980,layer
23,19978,layer
24,20000,layer
25,19970,layer
26,20000,layer
27,20000,layer
28,20000,layer
29,20000,layer
30,20000,layer
31,19984,layer
32,19980,layer
33,20000,layer
34,19982,layer
35,20004,layer
36,20002,layer
37,20000,layer
38,19982,layer
39,20004,layer
40,20000,layer
41,20000,layer
42,19987,layer
43,19984,layer
44,20000,layer
45,20000,layer
46,20004,layer
47,19980,layer
48,19980,layer
49,20000,layer
50,20000,layer
51,20000,layer
52,19982,layer
53,20000,layer
54,20000,layer
55,19980,layer
56,19980,layer
57,19985,layer
58,19984,layer
59,19980,layer
60,20000,layer
61,19940,layer
62,19840,layer
63,19840,layer
64,19880,layer
65,19944,layer
66,19984,layer
67,19980,layer
68,19989,layer
69,19980,layer
70,20040,layer
71,20006,layer
72,20015,layer
73,20004,layer
74,20000,layer
75,19980,layer
76,19920,layer
77,19840,layer
78,19863,layer
79,19860,layer
80,19860,layer
81,19864,layer
82,19900,layer
83,19940,layer
84,20000,layer
85,20014,layer
86,20000,layer
87,19970,layer
88,19960,layer
89,19973,layer
90,19980,layer
91,19984,layer
92,19966,layer
93,20007,layer
94,20004,layer
95,20010,layer
96,19968,layer
97,19998,layer
98,20000,layer
99,19980,layer
100,19864,layer
101,19866,layer
102,19898,layer
103,19900,layer
104,19940,layer
105,19980,layer
106,19980,layer
107,19976,layer
108,20053,layer
109,20004,layer
110,20000,layer
111,20014,layer
112,20020,layer
113,20000,layer
114,19924,layer
115,19860,layer
116,19844,layer
117,19860,layer
118,19878,layer
119,19920,layer
120,19960,layer
121,19980,layer
122,20004,layer
123,19980,layer
124,19980,layer
125,19984,layer
126,20000,layer
127,19980,layer
128,19964,layer
129,19960,layer
130,19960,layer
131,20020,layer
132,20004,layer
133,19978,layer
134,20004,layer
135,20000,layer
136,19980,layer
137,19980,layer
138,19860,layer
139,19840,layer
140,19860,layer
141,19880,layer
142,19903,layer
143,19924,layer
144,19980,layer
145,19964,layer
146,20040,layer
147,20013,layer
148,20000,layer
149,20000,layer
150,20000,layer
151,20000,layer
152,19980,layer
153,19880,layer
154,19860,layer
155,19863,layer
156,19887,layer
157,19920,layer
158,19944,layer
159,19973,layer
160,19976,layer
161,20000,layer
162,19978,layer
163,19962,layer
164,19960,layer
165,19960,layer
166,19980,layer
167,19980,layer
168,19978,layer
169,20006,layer
170,20000,layer
171,19980,layer
172,19980,layer
173,20008,layer
174,20000,layer
175,20000,layer
176,19920,layer
177,19840,layer
178,19858,layer
179,19880,layer
180,19920,layer
181,19960,layer
182,19980,layer
183,19966,layer
184,19980,layer
185,20038,layer
186,20003,layer
187,20000,layer
188,20002,layer
189,20005,layer
190,20005,layer
191,19920,layer
192,19856,layer
193,19833,layer
194,19880,layer
195,19900,layer
196,19940,layer
197,19980,layer
198,19967,layer
199,19984,layer
200,19984,layer
201,19980,layer
202,19980,layer
203,19984,layer
204,19980,layer
205,19980,layer
206,19980,layer
207,19960,layer
208,20000,layer
209,20000,layer
210,19980,layer
211,20000,layer
212,20019,layer
213,19984,layer
214,19976,layer
215,19860,layer
216,19846,layer
217,19864,layer
218,19900,layer
219,19924,layer
220,19960,layer
221,19964,layer
222,19960,layer
223,20047,layer
224,20020,layer
225,20000,layer
