,RO_VALUE,LAYER_OR_BOUNDARY
0,19996,layer
1,20000,layer
2,19990,layer
3,20004,layer
4,20000,layer
5,19984,layer
6,20000,layer
7,20010,layer
8,19980,layer
9,20000,layer
10,19998,layer
11,20000,layer
12,20000,layer
13,20000,layer
14,19978,layer
15,20000,layer
16,19978,layer
17,20000,layer
18,20005,layer
19,19984,layer
20,19980,layer
21,19984,layer
22,19980,layer
23,19994,layer
24,20000,layer
25,20000,layer
26,19980,layer
27,19980,layer
28,19980,layer
29,20001,layer
30,19980,layer
31,20004,layer
32,20004,layer
33,20004,layer
34,20000,layer
35,20000,layer
36,20004,layer
37,20000,layer
38,20006,layer
39,20004,layer
40,20000,layer
41,19992,layer
42,19980,layer
43,20002,layer
44,20006,layer
45,19984,layer
46,20000,layer
47,20000,layer
48,20000,layer
49,20007,layer
50,20018,layer
51,20004,layer
52,19980,layer
53,19980,layer
54,19980,layer
55,19980,layer
56,19999,layer
57,19984,layer
58,20004,layer
59,20004,layer
60,20000,layer
61,19980,layer
62,20010,layer
63,19980,layer
64,19980,layer
65,20001,layer
66,19980,layer
67,20005,layer
68,19987,layer
69,20004,layer
70,19980,layer
71,19980,layer
72,20000,layer
73,20000,layer
74,20000,layer
75,20000,layer
76,20000,layer
77,20000,layer
78,20000,layer
79,20000,layer
80,20001,layer
81,19980,layer
82,19988,layer
83,19976,layer
84,20000,layer
85,19984,layer
86,19980,layer
87,19984,layer
88,20000,layer
89,19980,layer
90,19980,layer
91,19980,layer
92,19984,layer
93,20000,layer
94,20000,layer
95,19976,layer
96,19987,layer
97,20005,layer
98,20000,layer
99,19980,layer
100,19980,layer
101,20000,layer
102,20004,layer
103,20000,layer
104,19992,layer
105,19985,layer
106,19980,layer
107,20000,layer
108,20000,layer
109,20004,layer
110,19999,layer
111,20000,layer
112,19980,layer
113,20018,layer
114,20000,layer
115,19992,layer
116,19960,layer
117,19964,layer
118,20005,layer
119,20006,layer
120,20004,layer
121,20004,layer
122,20004,layer
123,19980,layer
124,19980,layer
125,19968,layer
126,19980,layer
127,20000,layer
128,19984,layer
129,19980,layer
130,19992,layer
131,19980,layer
132,19986,layer
133,19980,layer
134,20006,layer
135,20000,layer
136,20020,layer
137,19980,layer
138,19980,layer
139,19984,layer
140,20000,layer
141,20004,layer
142,20004,layer
143,20004,layer
144,19980,layer
145,19984,layer
146,20004,layer
147,20000,layer
148,20000,layer
149,19980,layer
150,20000,layer
151,20000,layer
152,19993,layer
153,20000,layer
154,19993,layer
155,20004,layer
156,20000,layer
157,19980,layer
158,20000,layer
159,19980,layer
160,20005,layer
161,19980,layer
162,19980,layer
163,19980,layer
164,20006,layer
165,20005,layer
166,20020,layer
167,19984,layer
168,19980,layer
169,19964,layer
170,20000,layer
171,20020,layer
172,20004,layer
173,20000,layer
174,20000,layer
175,20000,layer
176,20004,layer
177,20000,layer
178,19984,layer
179,20000,layer
180,20000,layer
181,20004,layer
182,20000,layer
183,19984,layer
184,19980,layer
185,20000,layer
186,19976,layer
187,20000,layer
188,19997,layer
189,20000,layer
190,19991,layer
191,20000,layer
192,20000,boundary
193,19940,layer
194,19980,layer
195,20000,layer
196,20001,layer
197,19860,layer
198,19922,layer
199,19940,layer
200,19898,layer
201,20020,layer
202,19872,layer
203,19939,layer
204,20000,layer
205,19946,layer
206,19979,layer
207,20004,layer
208,20004,layer
209,19986,layer
210,19944,layer
211,19960,layer
212,20005,layer
213,20004,layer
214,19960,layer
215,20004,layer
216,20017,layer
217,19938,layer
218,19860,layer
219,20000,layer
220,19872,layer
221,19980,layer
222,19980,layer
223,19920,layer
224,20020,layer
225,19920,layer
226,19938,layer
227,20000,layer
228,20000,layer
229,20000,layer
230,20008,layer
231,20000,layer
232,20014,layer
233,19999,layer
234,20000,layer
235,19980,layer
236,20020,layer
237,20000,layer
238,19918,layer
239,19860,layer
240,20000,layer
241,19920,layer
242,19980,layer
243,19960,layer
244,19899,layer
245,20026,layer
246,19934,layer
247,19927,layer
248,20000,layer
249,20020,layer
250,20000,layer
251,19980,layer
252,19960,layer
253,20000,layer
254,20000,layer
255,20000,layer
256,20000,layer
257,20016,layer
258,19964,layer
259,19844,layer
260,19960,layer
261,19940,layer
262,19926,layer
263,20020,layer
264,19900,layer
265,19940,layer
266,19924,layer
267,20014,layer
268,20020,layer
269,20014,layer
270,19980,layer
271,19966,layer
272,20004,layer
273,19991,layer
274,20000,layer
275,19957,layer
276,20007,layer
277,20000,layer
278,19886,layer
279,19880,layer
280,20005,layer
281,19907,layer
282,20000,layer
283,19984,layer
284,19880,layer
285,19980,layer
286,19940,layer
287,19912,layer
288,20000,layer
289,20020,layer
290,20020,layer
291,19980,layer
292,19940,layer
293,19980,layer
294,19972,layer
295,20009,layer
296,19999,layer
297,20020,layer
298,20006,layer
299,19880,layer
300,19854,layer
301,19976,layer
302,19904,layer
303,19980,layer
304,19984,layer
305,19872,layer
306,20000,layer
307,19960,layer
308,19900,layer
309,19980,layer
310,20004,layer
311,20004,layer
312,20009,layer
313,19980,layer
314,19987,layer
315,19980,layer
316,20000,layer
317,19960,layer
318,20020,layer
319,20020,layer
320,19960,layer
321,19862,layer
322,19980,layer
323,19920,layer
324,19886,layer
325,20020,layer
326,19900,layer
327,19890,layer
328,20024,layer
329,19944,layer
330,19984,layer
331,20000,layer
332,19992,layer
333,20000,layer
334,19984,layer
335,19964,layer
336,19960,layer
337,20000,layer
338,19991,layer
339,20020,layer
340,20000,layer
341,19996,layer
342,19884,layer
343,20000,layer
344,19960,layer
345,19927,layer
346,20034,layer
347,19920,layer
348,19938,layer
349,20020,layer
350,19920,layer
351,19920,layer
352,20000,layer
353,20004,layer
354,20004,layer
355,20004,layer
356,19980,layer
357,20000,layer
358,19983,layer
359,19980,layer
360,19976,layer
361,20007,layer
362,19997,layer
363,19880,layer
364,19998,layer
365,19940,layer
366,19980,layer
367,20059,layer
368,19900,layer
369,19900,layer
370,19980,layer
371,19900,layer
372,19973,layer
373,20020,layer
374,20000,layer
375,20000,layer
376,19987,layer
377,19984,layer
378,20004,layer
379,20000,layer
380,20004,layer
381,20020,layer
382,19920,layer
383,19864,layer
384,20000,layer
385,19933,layer
