,RO_VALUE,LAYER_OR_BOUNDARY
0,20000,layer
1,19999,layer
2,20004,layer
3,20020,layer
4,20000,layer
5,20000,layer
6,20000,layer
7,20004,layer
8,20013,layer
9,20020,layer
10,20020,layer
11,20004,layer
12,20004,layer
13,20006,layer
14,20020,layer
15,20000,layer
16,20040,layer
17,20006,layer
18,20000,layer
19,19960,layer
20,19980,layer
21,19976,layer
22,20007,layer
23,20006,layer
24,20013,layer
25,20013,layer
26,20020,layer
27,20014,layer
28,20012,layer
29,20000,layer
30,20000,layer
31,20000,layer
32,20016,layer
33,20000,layer
34,20000,layer
35,20000,layer
36,20005,layer
37,20000,layer
38,20020,layer
39,20000,layer
40,19991,layer
41,20000,layer
42,20000,layer
43,20000,layer
44,20000,layer
45,20000,layer
46,20002,layer
47,20014,layer
48,20020,layer
49,20007,layer
50,20012,layer
51,20004,layer
52,20000,layer
53,20000,layer
54,20005,layer
55,20000,layer
56,20000,layer
57,19984,layer
58,19984,layer
59,19984,layer
60,20000,layer
61,20000,layer
62,20020,layer
63,20000,layer
64,20000,layer
65,20004,layer
66,20013,layer
67,20006,layer
68,20000,layer
69,20009,layer
70,20004,layer
71,20020,layer
72,19860,layer
73,19900,layer
74,19946,layer
75,20000,layer
76,20000,layer
77,20020,layer
78,20004,layer
79,20000,layer
80,20004,layer
81,20004,layer
82,20000,layer
83,20000,layer
84,19984,layer
85,20040,layer
86,20000,layer
87,19960,layer
88,19972,layer
89,20000,layer
90,19900,layer
91,19900,layer
92,19893,layer
93,19884,layer
94,19848,layer
95,19980,layer
96,19976,layer
97,20098,layer
98,20024,layer
99,20000,layer
100,20000,layer
101,19944,layer
102,19896,layer
103,19880,layer
104,19875,layer
105,19940,layer
106,19980,layer
107,19980,layer
108,20013,layer
109,20020,layer
110,19960,layer
111,19960,layer
112,19966,layer
113,19920,layer
114,19880,layer
115,19864,layer
116,19904,layer
117,19980,layer
118,19990,layer
119,19980,layer
120,20044,layer
121,20020,layer
122,19964,layer
123,19964,layer
124,20000,layer
125,19940,layer
126,19904,layer
127,19921,layer
128,19922,layer
129,19980,layer
130,20004,layer
131,19987,layer
132,20058,layer
133,20044,layer
134,19986,layer
135,19997,layer
136,20000,layer
137,19893,layer
138,19860,layer
139,19864,layer
140,19893,layer
141,19940,layer
142,19984,layer
143,20005,layer
144,20080,layer
145,20040,layer
146,20004,layer
147,19952,layer
148,20000,layer
149,19842,layer
150,19906,layer
151,19916,layer
152,19940,layer
153,19964,layer
154,19980,layer
155,19980,layer
156,20080,layer
157,20026,layer
158,19984,layer
159,19980,layer
160,19980,layer
161,19884,layer
162,19858,layer
163,19865,layer
164,19898,layer
165,19920,layer
166,19960,layer
167,19980,layer
168,20080,layer
169,20040,layer
170,20000,layer
171,19992,layer
172,19980,layer
173,19860,layer
174,19840,layer
175,19881,layer
176,19920,layer
177,19964,layer
178,20005,layer
179,19980,layer
180,20040,layer
181,20010,layer
182,20020,layer
183,20004,layer
184,19975,layer
185,19880,layer
186,19860,layer
187,19891,layer
188,19907,layer
189,19940,layer
190,19980,layer
191,20000,layer
192,20053,layer
193,20000,layer
194,20000,layer
195,19978,layer
196,19920,layer
197,19880,layer
198,19880,layer
199,19900,layer
200,19942,layer
201,19982,layer
202,20000,layer
203,20060,layer
204,20038,layer
205,19980,layer
206,19980,layer
207,20000,layer
208,19920,layer
209,19904,layer
210,19916,layer
211,19920,layer
