,RO_VALUE,LAYER_OR_BOUNDARY
0,20020,layer
1,20020,layer
2,20026,layer
3,20027,layer
4,20020,layer
5,20020,layer
6,20006,layer
7,20000,layer
8,20000,layer
9,20000,layer
10,20040,layer
11,20020,layer
12,20020,layer
13,20018,layer
14,20020,layer
15,20024,layer
16,20024,layer
17,20020,layer
18,20004,layer
19,20020,layer
20,20024,layer
21,20040,layer
22,20020,layer
23,20020,layer
24,20004,layer
25,20006,layer
26,20016,layer
27,20020,layer
28,20020,layer
29,20043,layer
30,20020,layer
31,20020,layer
32,20010,layer
33,20020,layer
34,20040,layer
35,20020,layer
36,20020,layer
37,20014,layer
38,20000,layer
39,19976,layer
40,19964,layer
41,19960,layer
42,19976,layer
43,20024,layer
44,20040,layer
45,20020,layer
46,20024,layer
47,20020,layer
48,20028,layer
49,20020,layer
50,20020,layer
51,20000,layer
52,19980,layer
53,20000,layer
54,20024,layer
55,20024,layer
56,20038,layer
57,20020,layer
58,20020,layer
59,19977,layer
60,20020,layer
61,20020,layer
62,20020,layer
63,20016,layer
64,20020,layer
65,20011,layer
66,20020,layer
67,20000,layer
68,20000,layer
69,20020,layer
70,20040,layer
71,20020,layer
72,20020,layer
73,20020,layer
74,20009,layer
75,20018,layer
76,20020,layer
77,20020,layer
78,20020,layer
79,20028,layer
80,20020,layer
81,20020,layer
82,20026,layer
83,20020,layer
84,20005,layer
85,20024,layer
86,20020,layer
87,20016,layer
88,20020,layer
89,20020,layer
90,20002,layer
91,20000,layer
92,20019,layer
93,20020,layer
94,20000,layer
95,20006,layer
96,20000,layer
97,20000,layer
98,20000,layer
99,20024,layer
100,20040,layer
101,20020,layer
102,20020,layer
103,20000,layer
104,20005,layer
105,20000,layer
106,20009,layer
107,20020,layer
108,20006,layer
109,20040,layer
110,20020,layer
111,20000,layer
112,20020,layer
113,20018,layer
114,20020,layer
115,20048,layer
116,20020,layer
117,20040,layer
118,20026,layer
119,20037,layer
120,20026,layer
121,20026,layer
122,20020,layer
123,20020,layer
124,20007,layer
125,20018,layer
126,20020,layer
127,20020,layer
128,20006,layer
129,20020,layer
130,20020,layer
131,20010,layer
132,20020,layer
133,20020,layer
134,20020,layer
135,20020,layer
136,20020,layer
137,20000,layer
138,20020,layer
139,20020,layer
140,20020,layer
141,20037,layer
142,20020,layer
143,20020,layer
144,20028,layer
145,20008,layer
146,20020,layer
147,20026,layer
148,20020,layer
149,20020,layer
150,20000,layer
151,20000,layer
152,20000,layer
153,20020,layer
154,20020,layer
155,20020,layer
156,20009,layer
157,20004,layer
158,20006,layer
159,20020,layer
160,20027,layer
161,20022,layer
162,20000,layer
163,19980,layer
164,19984,layer
165,20000,layer
166,20040,layer
167,20024,layer
168,20020,layer
169,20006,layer
170,20004,layer
171,20020,layer
172,20020,layer
173,20006,layer
174,20020,layer
175,20020,layer
176,20017,layer
177,20020,layer
178,20020,layer
179,20020,layer
180,20006,layer
181,20009,layer
182,20020,layer
183,20020,layer
184,20007,layer
185,20020,layer
186,20020,layer
187,20040,layer
188,20040,layer
189,20020,layer
190,20000,layer
191,20004,layer
192,20020,layer
193,20020,layer
194,20020,layer
195,20020,layer
196,20006,layer
197,20004,layer
198,20014,layer
199,20020,layer
200,20024,layer
201,20020,layer
202,20000,layer
203,20020,layer
204,20020,layer
205,20024,layer
206,20020,layer
207,20020,layer
208,20020,layer
209,20020,layer
210,20018,layer
211,20000,layer
212,20006,layer
213,20004,layer
214,20000,layer
215,20009,layer
216,20022,layer
217,20020,layer
218,20013,layer
219,20004,layer
220,20008,layer
221,20020,layer
222,20040,layer
223,20020,layer
224,20006,layer
225,20004,layer
226,20020,layer
227,20020,layer
228,20020,layer
229,20020,layer
230,20020,layer
231,20004,layer
232,20020,layer
233,20040,layer
234,20020,layer
235,20020,layer
236,20020,layer
237,20006,layer
238,20000,layer
239,20006,layer
240,20009,layer
241,20020,layer
242,20020,layer
243,19980,layer
244,20000,layer
245,20000,layer
246,20006,layer
247,20020,layer
248,20020,layer
249,20018,layer
250,20004,layer
251,20020,layer
252,20020,layer
253,20006,layer
254,20006,layer
255,20020,layer
256,20000,layer
257,20000,layer
258,20000,layer
259,20000,layer
260,20000,layer
261,20020,layer
262,20004,layer
263,20014,layer
264,20020,layer
265,20015,layer
266,20040,layer
267,20036,layer
268,20020,layer
269,20000,layer
270,20018,layer
271,20020,layer
272,20018,layer
273,20000,layer
274,20020,layer
275,20020,layer
276,20004,layer
277,20002,layer
278,20005,layer
279,20000,layer
280,20020,layer
281,20020,layer
282,20010,layer
283,20020,layer
284,20020,layer
285,20000,layer
286,19996,layer
287,20000,layer
288,20029,layer
289,20024,layer
290,20024,layer
291,20040,layer
292,20020,layer
293,20020,layer
294,20020,layer
295,20000,layer
296,20000,layer
297,20000,layer
298,20000,layer
299,20002,layer
300,20000,layer
301,20020,layer
302,20026,layer
303,20020,layer
304,20017,layer
305,20020,layer
306,20020,layer
307,20020,layer
308,20013,layer
309,20004,layer
310,20000,layer
311,20020,layer
312,20020,layer
313,20020,layer
314,20004,layer
315,20020,layer
316,20020,layer
317,20000,layer
318,20000,layer
319,20002,layer
320,20020,layer
321,20019,layer
322,20020,layer
323,20014,layer
324,20006,layer
325,20020,layer
326,20020,layer
327,20020,layer
328,20020,layer
329,20020,layer
330,20020,layer
331,20000,layer
332,20004,layer
333,20028,layer
334,20020,layer
335,20020,layer
336,20012,layer
337,20020,layer
338,20020,layer
339,20020,layer
340,20004,layer
341,20004,layer
342,20004,layer
343,20006,layer
344,20020,layer
345,20020,layer
346,20020,layer
347,20020,layer
348,20019,layer
349,20020,layer
350,20019,layer
351,20020,layer
352,20020,layer
353,20006,layer
354,20000,layer
355,20000,layer
356,20020,layer
357,20020,layer
358,20000,layer
359,20005,layer
360,20019,layer
361,20000,layer
362,20002,layer
363,20020,layer
364,20004,layer
365,20013,layer
366,20020,layer
367,20020,layer
368,20020,layer
369,20003,layer
370,20000,layer
371,20000,layer
372,20020,layer
373,20024,layer
374,20020,layer
375,20020,layer
376,20020,layer
377,20004,layer
378,20020,layer
379,20024,layer
380,20024,layer
381,20020,layer
382,20020,layer
383,20040,layer
384,20040,layer
385,20020,layer
386,20013,layer
387,20004,layer
388,20000,layer
389,20013,layer
390,20020,layer
391,20020,layer
392,20020,layer
393,20020,layer
394,20020,layer
395,20020,layer
396,20020,layer
397,20020,layer
398,20020,layer
399,20022,layer
400,20020,layer
401,20011,layer
402,20020,layer
403,20004,layer
404,20000,layer
405,20020,layer
406,20004,layer
407,19986,layer
408,20000,layer
409,20019,layer
410,20010,layer
411,20036,layer
412,20020,layer
413,20004,layer
414,20009,layer
415,20018,layer
416,20004,layer
417,20020,layer
418,20000,layer
419,20013,layer
420,20006,layer
421,20000,layer
422,20020,layer
423,20020,layer
424,19979,layer
425,20020,layer
426,20007,layer
427,20020,layer
428,20004,layer
429,20020,layer
430,20004,layer
431,20007,layer
432,20020,layer
433,20019,layer
434,20024,layer
435,20023,layer
436,20020,layer
437,20020,layer
438,20020,layer
439,20000,layer
440,20000,layer
441,20000,layer
442,20020,layer
443,20013,layer
444,20042,layer
445,20020,layer
446,20020,layer
447,20020,layer
448,20024,layer
449,20004,layer
450,20014,layer
451,20006,layer
452,20020,layer
453,20020,layer
454,20020,layer
455,20007,layer
456,20020,layer
457,20006,layer
458,20020,layer
459,20020,layer
460,20024,layer
461,20020,layer
462,20020,layer
463,20004,layer
464,19993,layer
465,19986,layer
466,20008,layer
467,20040,layer
468,20020,layer
469,20020,layer
470,20020,layer
471,20020,layer
472,20024,layer
473,20036,layer
474,20006,layer
475,20000,layer
476,20000,layer
477,20019,layer
478,20024,layer
479,20040,layer
480,20020,layer
481,20020,layer
482,20013,layer
483,20000,layer
484,20017,layer
485,20020,layer
486,20020,layer
487,20020,layer
488,20012,layer
489,20038,layer
490,20020,layer
491,20000,layer
492,19968,layer
493,19984,layer
494,20020,layer
495,20014,layer
496,20020,layer
497,20020,layer
498,20024,layer
499,20020,layer
500,20014,layer
501,20009,layer
502,20020,layer
503,20020,layer
504,20022,layer
505,20020,layer
506,20020,layer
507,20020,layer
508,20006,layer
509,20010,layer
510,20020,layer
511,20020,layer
512,20024,layer
513,20020,layer
514,20000,layer
515,19976,layer
516,19980,layer
517,20000,layer
518,20020,layer
519,20020,layer
520,20020,layer
521,20000,layer
522,20019,layer
523,20020,layer
524,19979,layer
525,20020,layer
526,20020,layer
527,20002,layer
528,20004,layer
529,20000,layer
530,20004,layer
531,20020,layer
532,20040,layer
533,20010,layer
534,20002,layer
535,20004,layer
536,20013,layer
537,20007,layer
538,20006,layer
539,20007,layer
540,20004,layer
541,20002,layer
542,20020,layer
543,20020,layer
544,20009,layer
545,20006,layer
546,20000,layer
547,20020,layer
548,20004,layer
549,20020,layer
550,20020,layer
551,20020,layer
552,20002,layer
553,20000,layer
554,20004,layer
555,20015,layer
556,20028,layer
557,20020,layer
558,20026,layer
559,20004,layer
560,20013,layer
561,20020,layer
562,20020,layer
563,19980,layer
564,20012,layer
565,20020,layer
566,19980,layer
567,19887,layer
568,19854,layer
569,19840,layer
570,19880,layer
571,19920,layer
572,19920,layer
573,19960,layer
574,20000,layer
575,19980,layer
576,19920,layer
577,19964,layer
578,19980,layer
579,19992,layer
580,20000,layer
581,20003,layer
582,20020,layer
583,20004,layer
584,20020,layer
585,20009,layer
586,20020,layer
587,20004,layer
588,20004,layer
589,19980,layer
590,20040,layer
591,20000,layer
592,19918,layer
593,19860,layer
594,19840,layer
595,19900,layer
596,19940,layer
597,19924,layer
598,19960,layer
599,19992,layer
600,19980,layer
601,19960,layer
602,20000,layer
603,19982,layer
604,19996,layer
605,19980,layer
606,20000,layer
607,20004,layer
608,20028,layer
609,20005,layer
610,20000,layer
611,20000,layer
612,20020,layer
613,20004,layer
614,19980,layer
615,20024,layer
616,20004,layer
617,19920,layer
618,19860,layer
619,19860,layer
620,19914,layer
621,19960,layer
622,19960,layer
623,19958,layer
624,20000,layer
625,19993,layer
626,19940,layer
627,19952,layer
628,19986,layer
629,20011,layer
630,19984,layer
631,19987,layer
632,20020,layer
633,20014,layer
634,20000,layer
635,20000,layer
636,20004,layer
637,20000,layer
638,20000,layer
639,19980,layer
640,20044,layer
641,20005,layer
642,19900,layer
643,19860,layer
644,19844,layer
645,19900,layer
646,19940,layer
647,19944,layer
648,19964,layer
649,20000,layer
650,19944,layer
651,19964,layer
652,20005,layer
653,19980,layer
654,20000,layer
655,19980,layer
656,20040,layer
657,20020,layer
658,20004,layer
659,20000,layer
660,19984,layer
661,20004,layer
662,20020,layer
663,20000,layer
664,20046,layer
665,19980,layer
666,19940,layer
667,19862,layer
668,19840,layer
669,19936,layer
670,19960,layer
671,19960,layer
672,19960,layer
673,20009,layer
674,19987,layer
675,19940,layer
676,19940,layer
677,19988,layer
678,20000,layer
679,20004,layer
680,19993,layer
681,20042,layer
682,20020,layer
683,20020,layer
684,20000,layer
685,20000,layer
686,20004,layer
687,20020,layer
688,20000,layer
689,20060,layer
690,20014,layer
691,20005,layer
692,19860,layer
693,19860,layer
694,19884,layer
695,19940,layer
696,19920,layer
697,19938,layer
698,19978,layer
699,19980,layer
700,19940,layer
701,19944,layer
702,19984,layer
703,19984,layer
704,20000,layer
705,19972,layer
706,20040,layer
707,20006,layer
708,20004,layer
709,20000,layer
710,20000,layer
711,20020,layer
712,20020,layer
713,19987,layer
714,20026,layer
715,20018,layer
716,20000,layer
717,19853,layer
718,19856,layer
719,19880,layer
720,19940,layer
721,19979,layer
722,19980,layer
723,20000,layer
724,20000,layer
725,19940,layer
726,19940,layer
727,19964,layer
728,19960,layer
729,19982,layer
730,20014,layer
731,20044,layer
732,20002,layer
733,20000,layer
734,20019,layer
735,19984,layer
736,20019,layer
737,20020,layer
738,20000,layer
739,20010,layer
740,20020,layer
741,20004,layer
742,19864,layer
743,19840,layer
744,19880,layer
745,19960,layer
746,20000,layer
747,19978,layer
748,19978,layer
749,19996,layer
750,19960,layer
751,19963,layer
752,20000,layer
753,19976,layer
754,19970,layer
755,19964,layer
756,20044,layer
757,20020,layer
758,20000,layer
759,19982,layer
760,19977,layer
761,20000,layer
762,20006,layer
763,20006,layer
764,20014,layer
765,20020,layer
766,20000,layer
767,19880,layer
768,19858,layer
769,19881,layer
770,19920,layer
771,19960,layer
772,19962,layer
773,20000,layer
774,19992,layer
775,19960,layer
776,19920,layer
777,19951,layer
778,19980,layer
779,20000,layer
780,19999,layer
781,20040,layer
782,20020,layer
783,20000,layer
784,20000,layer
785,19980,layer
786,19998,layer
787,20004,layer
788,20000,layer
789,19980,layer
790,20054,layer
791,20000,layer
792,19887,layer
793,19864,layer
794,19864,layer
795,19963,layer
796,20000,layer
797,19980,layer
798,20000,layer
799,20010,layer
800,19993,layer
801,19940,layer
802,19980,layer
803,20000,layer
804,19980,layer
805,19980,layer
806,20020,layer
807,20010,layer
808,20020,layer
809,20000,layer
810,19960,layer
811,19987,layer
812,20020,layer
813,20014,layer
814,19980,layer
815,20040,layer
816,20004,layer
817,19900,layer
818,19874,layer
819,19860,layer
820,19920,layer
821,19960,layer
822,20000,layer
823,20008,layer
824,19980,layer
825,19940,layer
826,19980,layer
827,19984,layer
828,19982,layer
829,20004,layer
830,20026,layer
831,20020,layer
832,20000,layer
833,19980,layer
834,20004,layer
835,20004,layer
836,20020,layer
837,19980,layer
838,20040,layer
839,20000,layer
840,19884,layer
841,19849,layer
842,19869,layer
843,19940,layer
844,19980,layer
845,19960,layer
846,19960,layer
847,20000,layer
848,20009,layer
849,19960,layer
850,20001,layer
851,20000,layer
852,19980,layer
853,19944,layer
854,19980,layer
855,20024,layer
856,20020,layer
857,20004,layer
858,19960,layer
859,19964,layer
860,19980,layer
861,20005,layer
862,19999,layer
863,20040,layer
864,20000,layer
865,19926,layer
866,19844,layer
867,19860,layer
868,19900,layer
869,19946,layer
870,19962,layer
871,19984,layer
872,20020,layer
873,20004,layer
874,19960,layer
875,19960,layer
876,19984,layer
877,20000,layer
878,19984,layer
879,19980,layer
880,20016,layer
881,20020,layer
882,20004,layer
883,20020,layer
884,20004,layer
885,20020,layer
886,20008,layer
887,19980,layer
888,20044,layer
889,20020,layer
890,19980,layer
891,19847,layer
892,19888,layer
893,19880,layer
894,19951,layer
