,RO_VALUE,LAYER_OR_BOUNDARY
0,20000,layer
1,20000,layer
2,20004,layer
3,19980,layer
4,19971,layer
5,19980,layer
6,19980,layer
7,19978,layer
8,19986,layer
9,20000,layer
10,19980,layer
11,20000,layer
12,20000,layer
13,20000,layer
14,19978,layer
15,20004,layer
16,19980,layer
17,19980,layer
18,20000,layer
19,20004,layer
20,20004,layer
21,20004,layer
22,19980,layer
23,19984,layer
24,20000,layer
25,20000,layer
26,20004,layer
27,19980,layer
28,19998,layer
29,20000,layer
30,19998,layer
31,19996,layer
32,19980,layer
33,20000,layer
34,19984,layer
35,19978,layer
36,20000,layer
37,20000,layer
38,19976,layer
39,20004,layer
40,19984,layer
41,19980,layer
42,19980,layer
43,19984,layer
44,20005,layer
45,19980,layer
46,20005,layer
47,19984,layer
48,20000,layer
49,19987,layer
50,19989,layer
51,19998,layer
52,19995,layer
53,20002,layer
54,19980,layer
55,20000,layer
56,20000,layer
57,20014,layer
58,19984,layer
59,19984,layer
60,20000,layer
61,20003,layer
62,20004,layer
63,19998,layer
64,19985,layer
65,19980,layer
66,19980,layer
67,19980,layer
68,19980,layer
69,20000,layer
70,20000,layer
71,20000,layer
72,19982,layer
73,19980,layer
74,20000,layer
75,20000,layer
76,19980,layer
77,19984,layer
78,20000,layer
79,20003,layer
80,20000,layer
81,19980,layer
82,19980,layer
83,19980,layer
84,20000,layer
85,20004,layer
86,19968,layer
87,19980,layer
88,19984,layer
89,20000,layer
90,19990,layer
91,19996,layer
92,19980,layer
93,19980,layer
94,20000,layer
95,20004,layer
96,19980,layer
97,20000,layer
98,20000,layer
99,20000,layer
100,20000,layer
101,20000,layer
102,20004,layer
103,19980,layer
104,20000,layer
105,20000,layer
106,20003,layer
107,20004,layer
108,19978,layer
109,19980,layer
110,20000,layer
111,20000,layer
112,19968,layer
113,19992,layer
114,19980,layer
115,19980,layer
116,19980,layer
117,20000,layer
118,20004,layer
119,20000,layer
120,20000,layer
121,20000,layer
122,19986,layer
123,19980,layer
124,19980,layer
125,19980,layer
126,19980,layer
127,19980,layer
128,19980,layer
129,19980,layer
130,20000,layer
131,20000,layer
132,20000,layer
133,20000,layer
134,19997,layer
135,19982,layer
136,19980,layer
137,20015,layer
138,20000,layer
139,20000,layer
140,20004,layer
141,20000,layer
142,20000,layer
143,20013,layer
144,20000,layer
145,20004,layer
146,20000,layer
147,19978,layer
148,19968,layer
149,20000,layer
150,20004,layer
151,20000,layer
152,20000,layer
153,19984,layer
154,20020,layer
155,20006,layer
156,19972,layer
157,19968,layer
158,20004,layer
159,19980,layer
160,19988,layer
161,20000,layer
162,19997,layer
163,19980,layer
164,19982,layer
165,20000,layer
166,20013,layer
167,20020,layer
168,19976,layer
169,19980,layer
170,19967,layer
171,19980,layer
172,20000,layer
173,19996,layer
174,20000,layer
175,19984,layer
176,19980,layer
177,20000,layer
178,20000,layer
179,20000,layer
180,19984,layer
181,19992,layer
182,20000,layer
183,20000,layer
184,20004,layer
185,19980,layer
186,19999,layer
187,20000,layer
188,20000,layer
189,20004,layer
190,19968,layer
191,19996,layer
192,20000,layer
193,19982,layer
194,20000,layer
195,20000,layer
196,19980,layer
197,19980,layer
198,19980,layer
199,20004,layer
200,20006,layer
201,20000,layer
202,19992,layer
203,19980,layer
204,20010,layer
205,20004,layer
206,20000,layer
207,20000,layer
208,19997,layer
209,19980,layer
210,20000,layer
211,20000,layer
212,20000,layer
213,19982,layer
214,19980,layer
215,19984,layer
216,20000,layer
217,20000,layer
218,19980,layer
219,20000,layer
220,20000,layer
221,20010,layer
222,20000,layer
223,19980,layer
224,19980,layer
225,20000,layer
226,19984,layer
227,20000,layer
228,19995,layer
229,20044,layer
230,19980,layer
231,19985,layer
232,20010,layer
233,19997,layer
234,19998,layer
235,20007,layer
236,20000,layer
237,20006,layer
238,20016,layer
239,20006,layer
240,20000,layer
241,19982,layer
242,19996,layer
243,20000,layer
244,19986,layer
245,19987,layer
246,20000,layer
247,20001,layer
248,19984,layer
249,20000,layer
250,20000,layer
251,20000,layer
252,20000,layer
253,19980,layer
254,19977,layer
255,20000,layer
256,19988,layer
257,20004,layer
258,20004,layer
259,20005,layer
260,20000,layer
261,19987,layer
262,20000,layer
263,20000,layer
264,19999,layer
265,19980,layer
266,19980,layer
267,20001,layer
268,19982,layer
269,19980,layer
270,20000,layer
271,19987,layer
272,20000,layer
273,20000,layer
274,20000,layer
275,19980,layer
276,19984,layer
277,19980,layer
278,19984,layer
279,20000,layer
280,20000,layer
281,20000,layer
282,19998,layer
283,20000,layer
284,20014,layer
285,20004,layer
286,20000,layer
287,19980,layer
288,19980,layer
289,19980,layer
290,19984,layer
291,19984,layer
292,20006,layer
293,20000,layer
294,19992,layer
295,20000,layer
296,19980,layer
297,19978,layer
298,20004,layer
299,20005,layer
300,19978,layer
301,20000,layer
302,20000,layer
303,20000,layer
304,20000,layer
305,19984,layer
306,20000,layer
307,20000,layer
308,20000,layer
309,19978,layer
310,19996,layer
311,20000,layer
312,20000,layer
313,20000,layer
314,20000,layer
315,19998,layer
316,20000,layer
317,20000,layer
318,20000,layer
319,20000,layer
320,19978,layer
321,19983,layer
322,19980,layer
323,19978,layer
324,19980,layer
325,19984,layer
326,20004,layer
327,20000,layer
328,20000,layer
329,19991,layer
330,20000,layer
331,20002,layer
332,20000,layer
333,20000,layer
334,19992,layer
335,20004,layer
336,19978,layer
337,20000,layer
338,19986,layer
339,20000,layer
340,19980,layer
341,19960,layer
342,19984,layer
343,19980,layer
344,20000,layer
345,20000,layer
346,19980,layer
347,19984,layer
348,20000,layer
349,20000,layer
350,19984,layer
351,19980,layer
352,20004,layer
353,20006,layer
354,20000,layer
355,19984,layer
356,19980,layer
357,19978,layer
358,20000,layer
359,20000,layer
360,20000,layer
361,19980,layer
362,19980,layer
363,19976,layer
364,20000,layer
365,20000,layer
366,19980,layer
367,19978,layer
368,20000,layer
369,20000,layer
370,20007,layer
371,20000,layer
372,19976,layer
373,19980,layer
374,20000,layer
375,19992,layer
376,19998,layer
377,20000,layer
378,19984,layer
379,20000,layer
380,19978,layer
381,20000,layer
382,20004,layer
383,19984,layer
384,19980,layer
385,19984,layer
386,20006,layer
387,20014,layer
388,20004,layer
