,RO_VALUE,LAYER_OR_BOUNDARY
0,19980,layer
1,19980,layer
2,20000,layer
3,20000,layer
4,19982,layer
5,20006,layer
6,20000,layer
7,20000,layer
8,19980,layer
9,19980,layer
10,20000,layer
11,20000,layer
12,20004,layer
13,19997,layer
14,19980,layer
15,19984,layer
16,20000,layer
17,20004,layer
18,20005,layer
19,19980,layer
20,19998,layer
21,19978,layer
22,19980,layer
23,19994,layer
24,19984,layer
25,20000,layer
26,19978,layer
27,19987,layer
28,19980,layer
29,19980,layer
30,19980,layer
31,19980,layer
32,19992,layer
33,20000,layer
34,19968,layer
35,19976,layer
36,19998,layer
37,19992,layer
38,20000,layer
39,20000,layer
40,19968,layer
41,19980,layer
42,19980,layer
43,20002,layer
44,20000,layer
45,20004,layer
46,20005,layer
47,19968,layer
48,19988,layer
49,20009,layer
50,20000,layer
51,20004,layer
52,20000,layer
53,19984,layer
54,19984,layer
55,19978,layer
56,19998,layer
57,20000,layer
58,20000,layer
59,20000,layer
60,20000,layer
61,20004,layer
62,20000,layer
63,20004,layer
64,19984,layer
65,19993,layer
66,19976,layer
67,19980,layer
68,19980,layer
69,19988,layer
70,19978,layer
71,20004,layer
72,20004,layer
73,20000,layer
74,19984,layer
75,20020,layer
76,20007,layer
77,20004,layer
78,19978,layer
79,20000,layer
80,20000,layer
81,20000,layer
82,20000,layer
83,19960,layer
84,19960,layer
85,19960,layer
86,19866,layer
87,19874,layer
88,19880,layer
89,20013,layer
90,20024,layer
91,20020,layer
92,20020,layer
93,20009,layer
94,20000,layer
95,20010,layer
96,19984,layer
97,19967,layer
98,19944,layer
99,19964,layer
100,19884,layer
101,19860,layer
102,19878,layer
103,19959,layer
104,20016,layer
105,20020,layer
106,20000,layer
107,20000,layer
108,20020,layer
109,20020,layer
110,20009,layer
111,20004,layer
112,20000,layer
113,20013,layer
114,20004,layer
115,20000,layer
116,19960,layer
117,19954,layer
118,19960,layer
119,19886,layer
120,19880,layer
121,19880,layer
122,20020,layer
123,20036,layer
124,20004,layer
125,20020,layer
126,20000,layer
127,20014,layer
128,20000,layer
129,20004,layer
130,19979,layer
131,19966,layer
132,19992,layer
133,19884,layer
134,19860,layer
135,19860,layer
136,19940,layer
137,20014,layer
138,20000,layer
139,19978,layer
140,19980,layer
141,20010,layer
142,20017,layer
143,20012,layer
144,20020,layer
145,20000,layer
146,20000,layer
147,19998,layer
148,19980,layer
149,19932,layer
150,19929,layer
151,19940,layer
152,19880,layer
153,19880,layer
154,19886,layer
155,20040,layer
156,20040,layer
157,20020,layer
158,20000,layer
159,20018,layer
160,20000,layer
161,20004,layer
162,20004,layer
163,19981,layer
164,20000,layer
165,20000,layer
166,19880,layer
167,19860,layer
168,19844,layer
169,19920,layer
170,19984,layer
171,20004,layer
172,20005,layer
173,19980,layer
174,20020,layer
175,20000,layer
176,20000,layer
177,19997,layer
178,19978,layer
179,20004,layer
180,20020,layer
181,20020,layer
182,19980,layer
183,19980,layer
184,19996,layer
185,19880,layer
186,19860,layer
187,19864,layer
188,20020,layer
189,20024,layer
190,20016,layer
191,20000,layer
192,20020,layer
193,20020,layer
194,20006,layer
195,20004,layer
196,19980,layer
197,19960,layer
198,19944,layer
199,19880,layer
200,19844,layer
201,19860,layer
202,19909,layer
203,19980,layer
204,20007,layer
205,19984,layer
206,19994,layer
207,20020,layer
208,20000,layer
209,20000,layer
210,20000,layer
211,20000,layer
212,19992,layer
213,19991,layer
214,20004,layer
215,20020,layer
216,20016,layer
217,20004,layer
218,20004,layer
219,20004,layer
220,20006,layer
221,20000,layer
222,20000,layer
223,20020,layer
224,20020,boundary
225,19964,layer
226,19976,layer
227,19980,layer
228,20020,layer
229,20004,layer
230,19992,layer
231,20005,layer
232,20000,layer
233,19991,layer
234,19940,layer
235,19939,layer
236,19940,layer
237,19864,layer
238,19876,layer
239,19887,layer
240,20036,layer
241,20040,layer
242,20020,layer
243,20000,layer
244,20000,layer
245,20000,layer
246,20004,layer
247,20000,layer
248,19940,layer
249,19940,layer
250,19963,layer
251,19880,layer
252,19840,layer
253,19840,layer
254,20005,layer
255,20000,layer
256,20000,layer
257,19984,layer
258,19980,layer
259,20019,layer
260,20013,layer
261,20020,layer
262,20020,layer
263,20020,layer
264,20000,layer
265,19980,layer
266,19980,layer
267,19946,layer
268,19960,layer
269,19944,layer
270,19884,layer
271,19880,layer
272,19900,layer
273,20040,layer
274,20020,layer
275,20002,layer
276,19980,layer
277,20000,layer
278,20000,layer
279,20000,layer
280,20020,layer
281,19980,layer
282,19980,layer
283,19944,layer
284,19904,layer
285,19856,layer
286,19840,layer
287,20004,layer
288,20004,layer
289,20000,layer
290,20000,layer
291,20000,layer
292,20020,layer
293,20000,layer
294,20005,layer
295,20000,layer
296,20004,layer
297,20000,layer
298,20000,layer
299,19979,layer
300,19944,layer
301,19940,layer
302,19840,layer
303,19884,layer
304,19966,layer
305,19963,layer
306,20024,layer
307,20020,layer
308,20000,layer
309,20000,layer
310,20000,layer
311,20000,layer
312,19976,layer
313,19980,layer
314,19960,layer
315,19940,layer
316,19926,layer
317,19860,layer
318,19880,layer
319,20000,layer
320,20000,layer
321,20020,layer
322,20000,layer
323,20006,layer
324,20020,layer
325,20000,layer
326,20000,layer
327,20017,layer
328,20013,layer
329,19976,layer
330,19987,layer
331,19960,layer
332,19960,layer
333,19966,layer
334,19920,layer
335,19900,layer
336,19878,layer
337,19984,layer
338,20020,layer
339,20000,layer
340,20000,layer
341,20000,layer
342,20000,layer
343,20000,layer
344,19997,layer
