,RO_VALUE,LAYER_OR_BOUNDARY
0,19980,layer
1,20004,layer
2,19980,layer
3,19984,layer
4,19980,layer
5,20000,layer
6,19987,layer
7,20000,layer
8,20006,layer
9,19978,layer
10,20000,layer
11,19978,layer
12,19980,layer
13,19984,layer
14,20000,layer
15,20000,layer
16,20005,layer
17,20000,layer
18,20000,layer
19,20005,layer
20,20000,layer
21,20000,layer
22,19999,layer
23,20000,layer
24,20000,layer
25,20005,layer
26,19991,layer
27,19991,layer
28,19986,layer
29,20000,layer
30,20000,layer
31,19984,layer
32,19980,layer
33,19980,layer
34,19980,layer
35,19986,layer
36,20000,layer
37,20000,layer
38,19982,layer
39,19980,layer
40,19980,layer
41,19992,layer
42,20000,layer
43,20000,layer
44,19980,layer
45,19980,layer
46,19980,layer
47,19980,layer
48,20000,layer
49,20000,layer
50,19980,layer
51,19966,layer
52,19980,layer
53,19984,layer
54,20000,layer
55,20000,layer
56,20005,layer
57,20000,layer
58,19974,layer
59,19980,layer
60,20005,layer
61,19938,layer
62,19849,layer
63,19848,layer
64,19880,layer
65,19920,layer
66,19960,layer
67,19966,layer
68,20040,layer
69,20040,layer
70,20014,layer
71,20000,layer
72,20000,layer
73,20020,layer
74,20011,layer
75,20005,layer
76,19880,layer
77,19844,layer
78,19860,layer
79,19880,layer
80,19888,layer
81,19946,layer
82,19991,layer
83,20048,layer
84,20040,layer
85,20020,layer
86,20007,layer
87,20000,layer
88,19980,layer
89,19880,layer
90,19848,layer
91,19860,layer
92,19880,layer
93,19920,layer
94,19960,layer
95,20000,layer
96,20080,layer
97,20020,layer
98,20000,layer
99,20000,layer
100,20007,layer
101,20020,layer
102,20025,layer
103,19960,layer
104,19847,layer
105,19840,layer
106,19860,layer
107,19880,layer
108,19880,layer
109,19934,layer
110,19979,layer
111,20024,layer
112,20008,layer
113,19992,layer
114,19980,layer
115,19984,layer
116,19996,layer
117,20020,layer
118,20020,layer
119,20000,layer
120,20000,layer
121,20000,layer
122,20002,layer
123,20000,layer
124,20013,layer
125,20004,layer
126,20006,layer
127,20020,layer
128,20006,layer
129,20020,layer
130,20000,layer
131,20000,layer
132,20007,layer
133,20002,layer
134,20020,layer
135,20002,layer
136,20004,layer
137,20004,layer
138,19989,layer
139,19989,boundary
140,19905,layer
141,19991,layer
142,20020,layer
143,19980,layer
144,19962,layer
145,19820,layer
146,19840,layer
147,19840,layer
148,19840,layer
149,19860,layer
150,19878,layer
151,19944,layer
152,20040,layer
153,20040,layer
154,20014,layer
155,19840,layer
156,19775,layer
157,19860,layer
158,19860,layer
159,19880,layer
160,19920,layer
161,19960,layer
162,20100,layer
163,20040,layer
164,19980,layer
165,19980,layer
166,19840,layer
167,19840,layer
168,19880,layer
169,19920,layer
170,19978,layer
171,19980,layer
172,19964,layer
173,20052,layer
174,20020,layer
175,19980,layer
176,19964,layer
177,19838,layer
178,19840,layer
179,19860,layer
180,19878,layer
181,19920,layer
182,19960,layer
183,20006,layer
184,20049,layer
185,20000,layer
186,19980,layer
187,19940,layer
188,19888,layer
189,19840,layer
190,19880,layer
191,19940,layer
192,19974,layer
193,19980,layer
194,20047,layer
195,20068,layer
196,20020,layer
197,19980,layer
198,20000,layer
199,19840,layer
200,19832,layer
201,19860,layer
202,19880,layer
203,19920,layer
204,19942,layer
205,19980,layer
206,20082,layer
207,20026,layer
208,19999,layer
209,19960,layer
210,19840,layer
211,19840,layer
212,19860,layer
213,19904,layer
214,19980,layer
215,19964,layer
216,19964,layer
217,20080,layer
218,20040,layer
219,20000,layer
220,19957,layer
221,19940,layer
222,19827,layer
223,19853,layer
224,19866,layer
225,19900,layer
226,19931,layer
227,19960,layer
228,20000,layer
229,20006,layer
230,19984,layer
231,19960,layer
232,19976,layer
233,19986,layer
234,20006,layer
235,20000,layer
236,20005,layer
237,19980,layer
238,19944,layer
239,20006,layer
240,20018,layer
241,19980,layer
242,19980,layer
243,19820,layer
244,19820,layer
245,19840,layer
246,19860,layer
247,19880,layer
248,19920,layer
249,19966,layer
250,20080,layer
251,20014,layer
252,20005,layer
253,19858,layer
254,19840,layer
255,19860,layer
256,19886,layer
257,19924,layer
258,19980,layer
259,19980,layer
260,20103,layer
261,20034,layer
262,19998,layer
263,19820,layer
264,19840,layer
265,19860,layer
266,19886,layer
267,19940,layer
268,19976,layer
269,19968,layer
270,20082,layer
271,20020,layer
272,19960,layer
273,19820,layer
274,19840,layer
275,19880,layer
276,19934,layer
277,19984,layer
278,19980,layer
279,19974,layer
280,20040,layer
281,20011,layer
282,19980,layer
283,19960,layer
284,19838,layer
285,19840,layer
286,19860,layer
287,19860,layer
288,19920,layer
289,19930,layer
290,20020,layer
291,20060,layer
292,20020,layer
293,19980,layer
294,19980,layer
295,19846,layer
296,19827,layer
297,19844,layer
298,19860,layer
299,19878,layer
300,19940,layer
301,19967,layer
302,20084,layer
303,20044,layer
304,20000,layer
305,19980,layer
