,RO_VALUE,LAYER_OR_BOUNDARY
0,20000,layer
1,19980,layer
2,19980,layer
3,19980,layer
4,19960,layer
5,19980,layer
6,20000,layer
7,20016,layer
8,20006,layer
9,20000,layer
10,19984,layer
11,20004,layer
12,20000,layer
13,20006,layer
14,20000,layer
15,20004,layer
16,20006,layer
17,20004,layer
18,20000,layer
19,20000,layer
20,20000,layer
21,20000,layer
22,19996,layer
23,20001,layer
24,20000,layer
25,20000,layer
26,20000,layer
27,19980,layer
28,19991,layer
29,20000,layer
30,20003,layer
31,20000,layer
32,20000,layer
33,20000,layer
34,19984,layer
35,19980,layer
36,19976,layer
37,20000,layer
38,20004,layer
39,20000,layer
40,19982,layer
41,20000,layer
42,19995,layer
43,19987,layer
44,20000,layer
45,20004,layer
46,19980,layer
47,20000,layer
48,20004,layer
49,20004,layer
50,20000,layer
51,20000,layer
52,20005,layer
53,20005,layer
54,20013,layer
55,19984,layer
56,19980,layer
57,19983,layer
58,19978,layer
59,20000,layer
60,19994,layer
61,19980,layer
62,20000,layer
63,20006,layer
64,20000,layer
65,19984,layer
66,19984,layer
67,20000,layer
68,20010,layer
69,19900,layer
70,19880,layer
71,19876,layer
72,19880,layer
73,19880,layer
74,19920,layer
75,19964,layer
76,20098,layer
77,20040,layer
78,19990,layer
79,20020,layer
80,20005,layer
81,19920,layer
82,19860,layer
83,19860,layer
84,19868,layer
85,19896,layer
86,19924,layer
87,19960,layer
88,19980,layer
89,20046,layer
90,20000,layer
91,19968,layer
92,19980,layer
93,19960,layer
94,19900,layer
95,19939,layer
96,19940,layer
97,19967,layer
98,19978,layer
99,19960,layer
100,19944,layer
101,20020,layer
102,20000,layer
103,19980,layer
104,19980,layer
105,19960,layer
106,19900,layer
107,19880,layer
108,19900,layer
109,19924,layer
110,19963,layer
111,19980,layer
112,19958,layer
113,20020,layer
114,20020,layer
115,19959,layer
116,19947,layer
117,19996,layer
118,19960,layer
119,19920,layer
120,19940,layer
121,19959,layer
122,19984,layer
123,19980,layer
124,19967,layer
125,19966,layer
126,20042,layer
127,20000,layer
128,19968,layer
129,20005,layer
130,19964,layer
131,19886,layer
132,19867,layer
133,19860,layer
134,19880,layer
135,19900,layer
136,19944,layer
137,19968,layer
138,20040,layer
139,20020,layer
140,19964,layer
141,19960,layer
142,19980,layer
143,19940,layer
144,19900,layer
145,19926,layer
146,19964,layer
147,19980,layer
148,19980,layer
149,19960,layer
150,19944,layer
151,20044,layer
152,20010,layer
153,19980,layer
154,19960,layer
155,19940,layer
156,19880,layer
157,19860,layer
158,19860,layer
159,19880,layer
160,19900,layer
161,19960,layer
162,19980,layer
163,20060,layer
164,20040,layer
165,20000,layer
166,19980,layer
167,19980,layer
168,19900,layer
169,19869,layer
170,19860,layer
171,19900,layer
172,19940,layer
173,19980,layer
174,19973,layer
175,19980,layer
176,20033,layer
177,19960,layer
178,19944,layer
179,19964,layer
180,19886,layer
181,19900,layer
182,19940,layer
183,19984,layer
184,20000,layer
185,19964,layer
186,19960,layer
187,20040,layer
188,19997,layer
189,20005,layer
190,19980,layer
191,19980,layer
192,19900,layer
193,19888,layer
194,19960,layer
195,19982,layer
196,19981,layer
197,19960,layer
198,20020,layer
199,20020,layer
200,19980,layer
201,19980,layer
202,19980,layer
203,19920,layer
204,19864,layer
205,19880,layer
206,19901,layer
207,19924,layer
208,19980,layer
209,19996,layer
210,19980,layer
211,20049,layer
212,19980,layer
213,19971,layer
214,19972,layer
215,19904,layer
216,19900,layer
217,19920,layer
218,19938,layer
219,19980,layer
220,19980,layer
221,19959,layer
222,20020,layer
223,20038,layer
224,20000,layer
225,19980,layer
226,19984,layer
227,19940,layer
228,19900,layer
229,19880,layer
230,19888,layer
231,19958,layer
232,19980,layer
233,19984,layer
234,19976,layer
235,20044,layer
236,20000,layer
237,20001,layer
238,20004,layer
239,19960,layer
240,19880,layer
241,19860,layer
242,19880,layer
243,19892,layer
244,19940,layer
245,19984,layer
246,19980,layer
247,20040,layer
248,20009,layer
249,19980,layer
250,19964,layer
251,19913,layer
252,19900,layer
253,19883,layer
254,19920,layer
255,19960,layer
256,19980,layer
257,19980,layer
258,20000,layer
259,20000,layer
260,19999,layer
261,19992,layer
262,19976,layer
263,19980,layer
264,20006,layer
265,19980,layer
266,19980,layer
267,19980,layer
268,20011,layer
269,20020,layer
270,19966,layer
271,19964,layer
272,19980,layer
273,19900,layer
274,19880,layer
275,19900,layer
276,19900,layer
277,19920,layer
278,19946,layer
279,19980,layer
280,19997,layer
281,20024,layer
282,20020,layer
283,20004,layer
284,19984,layer
285,20000,layer
286,19900,layer
287,19860,layer
288,19877,layer
289,19860,layer
290,19905,layer
291,19964,layer
292,19978,layer
293,20026,layer
294,20000,layer
295,19992,layer
296,19980,layer
297,19940,layer
298,19860,layer
299,19860,layer
300,19860,layer
301,19900,layer
302,19980,layer
303,20016,layer
304,19980,layer
305,20027,layer
306,20040,layer
307,19980,layer
308,19980,layer
309,19980,layer
310,19900,layer
311,19886,layer
312,19900,layer
313,19924,layer
314,19980,layer
315,19980,layer
316,19973,layer
317,19960,layer
318,20036,layer
319,20040,layer
320,19984,layer
321,19980,layer
322,19966,layer
323,19880,layer
324,19880,layer
325,19881,layer
326,19918,layer
327,19944,layer
328,19980,layer
329,19968,layer
330,19980,layer
331,20040,layer
332,20020,layer
333,19980,layer
334,19980,layer
335,19960,layer
336,19900,layer
337,19881,layer
338,19884,layer
339,19893,layer
340,19980,layer
341,19980,layer
342,19980,layer
343,20000,layer
344,20010,layer
345,19989,layer
346,19984,layer
347,19980,layer
348,19880,layer
349,19840,layer
350,19860,layer
351,19884,layer
352,19940,layer
353,19958,layer
354,19980,layer
355,19976,layer
356,20060,layer
357,20020,layer
358,19966,layer
359,20004,layer
360,19980,layer
361,19927,layer
362,19924,layer
363,19960,layer
364,19980,layer
365,19980,layer
366,19968,layer
367,19962,layer
368,20042,layer
369,20000,layer
370,19980,layer
371,19946,layer
372,19900,layer
373,19860,layer
374,19860,layer
375,19860,layer
376,19878,layer
377,19940,layer
378,19983,layer
379,20004,layer
380,20020,layer
381,20020,layer
382,19980,layer
383,19992,layer
384,20000,layer
385,19900,layer
386,19884,layer
387,19899,layer
388,19933,layer
389,19964,layer
390,20003,layer
391,19980,layer
392,19960,layer
393,20050,layer
394,20000,layer
395,20007,layer
396,19978,layer
397,19960,layer
398,19880,layer
399,19876,layer
400,19900,layer
401,19920,layer
402,19948,layer
403,19964,layer
404,19980,layer
405,20014,layer
406,20040,layer
407,19964,layer
408,19960,layer
409,19980,layer
410,19926,layer
411,19920,layer
412,19927,layer
413,19958,layer
414,19980,layer
415,19964,layer
416,19964,layer
417,19948,layer
418,20024,layer
419,20020,layer
420,19980,layer
421,19984,layer
422,19980,layer
423,19884,layer
424,19860,layer
425,19860,layer
426,19880,layer
427,19900,layer
428,19931,layer
429,19967,layer
430,20009,layer
431,20040,layer
432,19998,layer
433,19966,layer
434,19920,layer
435,19860,layer
436,19840,layer
437,19862,layer
438,19919,layer
439,19960,layer
440,19978,layer
441,19980,layer
442,20020,layer
443,20020,layer
444,19980,layer
445,20004,layer
446,19976,layer
447,19880,layer
448,19880,layer
449,19900,layer
450,19924,layer
451,19982,layer
452,19974,layer
453,19964,layer
454,20053,layer
455,20000,layer
456,20000,layer
457,20004,layer
458,19920,layer
459,19918,layer
460,19920,layer
461,19920,layer
462,19960,layer
463,19980,layer
464,19980,layer
465,19980,layer
466,20033,layer
467,19987,layer
468,19980,layer
469,19966,layer
470,20000,layer
471,20000,layer
472,19996,layer
473,19987,layer
474,20000,layer
475,19980,layer
476,20020,layer
477,20020,layer
478,19960,layer
479,19960,layer
480,19980,layer
481,19878,layer
482,19880,layer
483,19880,layer
484,19866,layer
485,19897,layer
