,RO_VALUE,LAYER_OR_BOUNDARY
0,20020,layer
1,20020,layer
2,20000,layer
3,20016,layer
4,20004,layer
5,20018,layer
6,20020,layer
7,20024,layer
8,20020,layer
9,20020,layer
10,20019,layer
11,20020,layer
12,19979,layer
13,20040,layer
14,20040,layer
15,20015,layer
16,20024,layer
17,19979,layer
18,20020,layer
19,20028,layer
20,20024,layer
21,20020,layer
22,20020,layer
23,20020,layer
24,20024,layer
25,20040,layer
26,20024,layer
27,20011,layer
28,20024,layer
29,20024,layer
30,20023,layer
31,20002,layer
32,20000,layer
33,20000,layer
34,20004,layer
35,20020,layer
36,20040,layer
37,20020,layer
38,20020,layer
39,20020,layer
40,20020,layer
41,20038,layer
42,20020,layer
43,20020,layer
44,20020,layer
45,20022,layer
46,20020,layer
47,20027,layer
48,20024,layer
49,20014,layer
50,20000,layer
51,20008,layer
52,20020,layer
53,19979,layer
54,20022,layer
55,20020,layer
56,20020,layer
57,20020,layer
58,20020,layer
59,20004,layer
60,20000,layer
61,20018,layer
62,20024,layer
63,20020,layer
64,20024,layer
65,20040,layer
66,20043,layer
67,20020,layer
68,20024,layer
69,20020,layer
70,20009,layer
71,20000,layer
72,20018,layer
73,20024,layer
74,20040,layer
75,20040,layer
76,20020,layer
77,20020,layer
78,19976,layer
79,19850,layer
80,19884,layer
81,19900,layer
82,19920,layer
83,19960,layer
84,20012,layer
85,20020,layer
86,20080,layer
87,20024,layer
88,20020,layer
89,20008,layer
90,20024,layer
91,19960,layer
92,19900,layer
93,19897,layer
94,19900,layer
95,19929,layer
96,19964,layer
97,20000,layer
98,20046,layer
99,20098,layer
100,20058,layer
101,19979,layer
102,20024,layer
103,20020,layer
104,20020,layer
105,20006,layer
106,19907,layer
107,19860,layer
108,19900,layer
109,19920,layer
110,19960,layer
111,20000,layer
112,20000,layer
113,20080,layer
114,20060,layer
115,20024,layer
116,20026,layer
117,20020,layer
118,20020,layer
119,19938,layer
120,19880,layer
121,19880,layer
122,19892,layer
123,19953,layer
124,20000,layer
125,20012,layer
126,20067,layer
127,20060,layer
128,20011,layer
129,20004,layer
130,20024,layer
131,20040,layer
132,20020,layer
133,20006,layer
134,19960,layer
135,19878,layer
136,19880,layer
137,19900,layer
138,19917,layer
139,19960,layer
140,20000,layer
141,20007,layer
142,20040,layer
143,20020,layer
144,20000,layer
145,20004,layer
146,20004,layer
147,20022,layer
148,20020,layer
149,20004,layer
150,20006,layer
151,20040,layer
152,20037,layer
153,20006,layer
154,20009,layer
155,19980,layer
156,19866,layer
157,19880,layer
158,19904,layer
159,19940,layer
160,19980,layer
161,20000,layer
162,20040,layer
163,20079,layer
164,20040,layer
165,20020,layer
166,20038,layer
167,20026,layer
168,20004,layer
169,19876,layer
170,19880,layer
171,19880,layer
172,19900,layer
173,19940,layer
174,19964,layer
175,20000,layer
176,20058,layer
177,20060,layer
178,20040,layer
179,20024,layer
180,19880,layer
181,19880,layer
182,19900,layer
183,19937,layer
184,19980,layer
185,20006,layer
186,20040,layer
187,20044,layer
188,20039,layer
189,20043,layer
190,20040,layer
191,20020,layer
192,19980,layer
193,19883,layer
194,19899,layer
195,19910,layer
196,19960,layer
197,20004,layer
198,20020,layer
199,20000,layer
200,20066,layer
201,20032,layer
202,20020,layer
203,20000,layer
204,19936,layer
205,19850,layer
206,19880,layer
207,19900,layer
208,19934,layer
209,19980,layer
210,20004,layer
211,20078,layer
212,20098,layer
213,20044,layer
214,20040,layer
215,20020,layer
216,20000,layer
217,19920,layer
218,19880,layer
219,19899,layer
220,19920,layer
221,19960,layer
222,20015,layer
223,20000,layer
224,20080,layer
225,20052,layer
226,20040,layer
227,20020,layer
228,20000,layer
229,19900,layer
230,19860,layer
231,19884,layer
232,19904,layer
233,19942,layer
234,20000,layer
235,20000,layer
236,20080,layer
237,20060,layer
238,20040,layer
239,20024,layer
240,20040,layer
241,20022,layer
242,19980,layer
243,19880,layer
244,19880,layer
245,19900,layer
246,19920,layer
247,19960,layer
248,19989,layer
249,20040,layer
250,20020,layer
251,20018,layer
252,20008,layer
253,20002,layer
254,20020,layer
255,20020,layer
256,20028,layer
257,20004,layer
258,20040,layer
259,20020,layer
260,20020,layer
261,20020,layer
262,20010,layer
263,20020,layer
264,19920,layer
265,19900,layer
266,19894,layer
267,19906,layer
268,19940,layer
269,19967,layer
270,20000,layer
271,20084,layer
272,20053,layer
273,20020,layer
274,20047,layer
275,20020,layer
276,20024,layer
277,20020,layer
278,19979,layer
279,19919,layer
280,19873,layer
281,19886,layer
282,19900,layer
283,19937,layer
284,19980,layer
285,20016,layer
286,20086,layer
287,20060,layer
288,20020,layer
289,20043,layer
290,20039,layer
291,20000,layer
292,19889,layer
293,19873,layer
294,19900,layer
295,19940,layer
296,19987,layer
297,20003,layer
298,20004,layer
299,20100,layer
300,20044,layer
301,20039,layer
302,20040,layer
303,20020,layer
304,20026,layer
305,20026,layer
306,19992,layer
307,19884,layer
308,19880,layer
309,19884,layer
310,19900,layer
311,19940,layer
312,19940,layer
313,19980,layer
314,20100,layer
315,20040,layer
316,20040,layer
317,20030,layer
318,20040,layer
319,20054,layer
320,19864,layer
321,19877,layer
322,19884,layer
323,19940,layer
324,19980,layer
325,20000,layer
326,20000,layer
327,20080,layer
328,20060,layer
329,20057,layer
330,20040,layer
331,20020,layer
332,20020,layer
333,20020,layer
334,19966,layer
335,19880,layer
336,19880,layer
337,19900,layer
338,19929,layer
339,19980,layer
340,20004,layer
341,20040,layer
342,20053,layer
343,19979,layer
344,20020,layer
345,20020,layer
346,20020,layer
347,19979,layer
348,19860,layer
349,19880,layer
350,19900,layer
351,19944,layer
352,19980,layer
353,20004,layer
354,20009,layer
355,20060,layer
356,20040,layer
357,20024,layer
358,20024,layer
359,20008,layer
360,20020,layer
361,20004,layer
362,20000,layer
363,19880,layer
364,19880,layer
365,19886,layer
366,19934,layer
367,19980,layer
368,20020,layer
369,20007,layer
370,20020,layer
371,20020,layer
372,20020,layer
373,20020,layer
374,20024,layer
375,20024,layer
376,20020,layer
377,20020,layer
378,20040,layer
379,20020,layer
380,20020,layer
381,20004,layer
382,20013,layer
383,20038,layer
384,20020,layer
385,20040,layer
386,20024,layer
387,20020,layer
388,20040,layer
389,20038,layer
390,20020,layer
391,20020,layer
392,20024,layer
393,20020,layer
394,20020,layer
395,20038,layer
396,20020,layer
397,20020,layer
398,20020,layer
399,20020,layer
400,20020,layer
401,20040,layer
402,20027,layer
403,20020,layer
404,20011,layer
405,20021,layer
406,20020,layer
407,20024,layer
408,20040,layer
409,20020,layer
410,20017,layer
411,20020,layer
412,20040,layer
413,20027,layer
414,20020,layer
415,20020,boundary
416,20000,layer
417,19984,layer
418,19980,layer
419,19860,layer
420,19900,layer
421,19933,layer
422,19963,layer
423,19960,layer
424,20000,layer
425,20020,layer
426,19956,layer
427,19952,layer
428,20004,layer
429,19978,layer
430,19940,layer
431,19978,layer
432,20014,layer
433,20000,layer
434,19998,layer
435,20014,layer
436,20000,layer
437,19940,layer
438,19980,layer
439,19992,layer
440,20004,layer
441,20024,layer
442,20018,layer
443,19987,layer
444,19841,layer
445,19938,layer
446,19960,layer
447,19960,layer
448,19980,layer
449,20014,layer
450,20000,layer
451,19964,layer
452,20004,layer
453,20000,layer
454,19986,layer
455,19960,layer
456,20004,layer
457,20006,layer
458,19966,layer
459,19998,layer
460,20011,layer
461,19980,layer
462,19960,layer
463,20000,layer
464,20006,layer
465,19966,layer
466,19980,layer
467,19984,layer
468,20000,layer
469,19960,layer
470,20010,layer
471,20000,layer
472,20002,layer
473,19984,layer
474,20000,layer
475,20052,layer
476,20020,layer
477,20020,layer
478,20020,layer
479,19980,layer
480,20000,layer
481,20020,layer
482,20020,layer
483,19996,layer
484,20020,layer
485,19944,layer
486,19860,layer
487,19920,layer
488,19920,layer
489,19912,layer
490,19960,layer
491,19968,layer
492,20020,layer
493,19964,layer
494,20007,layer
495,19983,layer
496,19980,layer
497,19960,layer
498,19984,layer
499,20013,layer
500,19967,layer
501,19964,layer
502,19960,layer
503,19980,layer
504,19960,layer
505,19992,layer
506,20020,layer
507,19960,layer
508,19980,layer
509,19984,layer
510,19980,layer
511,19960,layer
512,20004,layer
513,20020,layer
514,19960,layer
515,19984,layer
516,20014,layer
517,20000,layer
518,19944,layer
519,19980,layer
520,20020,layer
521,19974,layer
522,20000,layer
523,20000,layer
524,20010,layer
525,19940,layer
526,19980,layer
527,20000,layer
528,19980,layer
529,19964,layer
530,20014,layer
531,20004,layer
532,19940,layer
533,19984,layer
534,19984,layer
535,20000,layer
536,19948,layer
537,20018,layer
538,20000,layer
539,19960,layer
540,19978,layer
541,19984,layer
542,20039,layer
543,19979,layer
544,20022,layer
545,20024,layer
546,19980,layer
547,20020,layer
548,20020,layer
549,20013,layer
550,20005,layer
551,20017,layer
552,19920,layer
553,19900,layer
554,19920,layer
555,19948,layer
556,19920,layer
557,19984,layer
558,20020,layer
559,19980,layer
560,19960,layer
561,19980,layer
562,20004,layer
563,19960,layer
564,20004,layer
565,20020,layer
566,19999,layer
567,19960,layer
568,19970,layer
569,20000,layer
570,19960,layer
571,20007,layer
572,20000,layer
573,20000,layer
574,19961,layer
575,20004,layer
576,20004,layer
577,19987,layer
578,19996,layer
579,20000,layer
580,20000,layer
581,19960,layer
582,20000,layer
583,20000,layer
584,19967,layer
585,19960,layer
586,19964,layer
587,19997,layer
588,19950,layer
589,19980,layer
590,20000,layer
591,19958,layer
592,19964,layer
593,20000,layer
594,20020,layer
595,19980,layer
596,19980,layer
597,20000,layer
598,20004,layer
599,19960,layer
600,20011,layer
601,19984,layer
602,19980,layer
603,19964,layer
604,20000,layer
605,20000,layer
606,20004,layer
607,19980,layer
608,20004,layer
609,20024,layer
610,20005,layer
611,20006,layer
612,20020,layer
613,19980,layer
614,19978,layer
615,20020,layer
616,20020,layer
617,20020,layer
618,19960,layer
619,19844,layer
620,19900,layer
621,19922,layer
622,19926,layer
623,19960,layer
624,20009,layer
625,20000,layer
626,19940,layer
627,19980,layer
628,19986,layer
629,20000,layer
630,20000,layer
631,20005,layer
632,19980,layer
633,19907,layer
634,19940,layer
635,19964,layer
636,19980,layer
637,20000,layer
638,20020,layer
639,20000,layer
640,19940,layer
641,20000,layer
642,20005,layer
643,19984,layer
644,19940,layer
645,19980,layer
646,20000,layer
647,19960,layer
648,19964,layer
649,20001,layer
650,19984,layer
651,19960,layer
652,20000,layer
653,20000,layer
654,19980,layer
655,19960,layer
656,19984,layer
657,20000,layer
658,19960,layer
659,20018,layer
660,20000,layer
661,20000,layer
662,19964,layer
663,19986,layer
664,19991,layer
665,19960,layer
666,19980,layer
667,20000,layer
668,20000,layer
669,19976,layer
670,20000,layer
671,20013,layer
672,19984,layer
673,19980,layer
674,19984,layer
675,20040,layer
676,20020,layer
677,20000,layer
678,20000,layer
679,19980,layer
680,20000,layer
681,20020,layer
682,20025,layer
683,19960,layer
684,20000,layer
685,19880,layer
686,19920,layer
687,19940,layer
688,19958,layer
689,19960,layer
690,20002,layer
691,19977,layer
692,20000,layer
693,20000,layer
694,19980,layer
695,20020,layer
696,19960,layer
697,19984,layer
698,20004,layer
699,19980,layer
700,19944,layer
701,19980,layer
702,20005,layer
703,19964,layer
704,20000,layer
705,19994,layer
706,19984,layer
707,19960,layer
708,20000,layer
709,20017,layer
710,19980,layer
711,19980,layer
712,19984,layer
713,19960,layer
714,19998,layer
715,20004,layer
716,19980,layer
717,19940,layer
718,19944,layer
719,19980,layer
720,19960,layer
721,19983,layer
722,20000,layer
723,19983,layer
724,19964,layer
725,19980,layer
726,20004,layer
727,19940,layer
728,20000,layer
729,19980,layer
730,19980,layer
731,19940,layer
732,19974,layer
733,19970,layer
734,19960,layer
735,20000,layer
736,19980,layer
737,19980,layer
738,19980,layer
739,20000,layer
740,20040,layer
741,20040,layer
742,20026,layer
743,20020,layer
744,20017,layer
745,19980,layer
746,20020,layer
747,20028,layer
748,20005,layer
749,20020,layer
750,19960,layer
751,19880,layer
752,19900,layer
753,19942,layer
754,19960,layer
755,19980,layer
756,20004,layer
757,20020,layer
758,19960,layer
759,20000,layer
760,20000,layer
761,19980,layer
762,19980,layer
763,20004,layer
764,20000,layer
765,19960,layer
766,20000,layer
767,20000,layer
768,19960,layer
769,19920,layer
770,19960,layer
771,20004,layer
772,19980,layer
773,20020,layer
774,20004,layer
775,20000,layer
776,19944,layer
777,19968,layer
778,20000,layer
779,19960,layer
780,19940,layer
781,19940,layer
782,19980,layer
783,19980,layer
784,20017,layer
785,20013,layer
786,19980,layer
787,19960,layer
788,20010,layer
789,20014,layer
790,19980,layer
791,20006,layer
792,20004,layer
793,19980,layer
794,19940,layer
795,19946,layer
796,19980,layer
797,19986,layer
798,20000,layer
799,20000,layer
800,19980,layer
801,19940,layer
802,19980,layer
803,20004,layer
804,20000,layer
805,19968,layer
806,20000,layer
807,20040,layer
808,20020,layer
809,20000,layer
810,20020,layer
811,19980,layer
812,20000,layer
813,20013,layer
814,20005,layer
815,20028,layer
816,20033,layer
817,20024,layer
818,20040,layer
819,20020,layer
820,20027,layer
821,20020,layer
822,20020,layer
823,20020,layer
824,20020,layer
825,20020,layer
826,20009,layer
827,20020,layer
828,20020,layer
829,20020,layer
830,20020,boundary
831,20000,layer
832,20024,layer
833,19964,layer
834,19952,layer
835,20020,layer
836,20040,layer
837,19940,layer
838,19958,layer
839,20000,layer
840,20020,layer
841,20042,layer
842,20040,layer
843,20000,layer
844,19880,layer
845,19980,layer
846,20040,layer
847,19930,layer
848,19944,layer
849,20008,layer
850,20004,layer
851,20040,layer
852,20020,layer
853,19958,layer
854,19882,layer
855,20020,layer
856,20020,layer
857,19940,layer
858,19920,layer
859,19960,layer
860,20020,layer
861,20044,layer
862,20020,layer
863,19888,layer
864,20000,layer
865,20040,layer
866,20013,layer
867,20024,layer
868,20020,layer
869,20028,layer
870,20004,layer
871,20000,layer
872,20020,layer
873,20020,layer
874,20020,layer
875,20020,layer
876,20022,layer
877,20020,layer
878,20013,layer
879,20024,layer
880,20034,layer
881,20034,boundary
882,19964,layer
883,20040,layer
884,20063,layer
885,20040,layer
886,19924,layer
887,19900,layer
888,19940,layer
889,19976,layer
890,19984,layer
891,20020,layer
892,20020,layer
893,20020,layer
894,20000,layer
