100992	10.738	57344	6.097	13584	1.444	176	0.019	1024	0.109	B-CR
190976	127.888	143360	96.002	0	0	0	0	2560	1.714	L-CR
408448	123.288	315392	95.199	0	0	0	0	5888	1.777	L-CR
147456	114.126	129024	99.86	0	0	0	0	2304	1.783	L-CR
184320	139.347	129024	97.543	0	0	0	0	2048	1.548	L-CR
0	0	28672	22.547	0	0	0	0	512	0.403	E-CR
0	0	0	0	0	0	0	0	0	0	N-CR
0	0	0	0	0	0	0	0	0	0	N-CR
1218656	148.121	28672	3.485	12912	1.569	5616	0.683	1024	0.124	B-P
369792	254.546	0	0	0	0	0	0	0	0	L-P
293616	197.39	28672	19.275	0	0	0	0	1024	0.688	L-P
355248	253.765	0	0	0	0	0	0	0	0	L-P
282384	204.116	19904	14.387	0	0	0	0	1024	0.74	L-P
351984	255.936	8768	6.375	0	0	0	0	0	0	L-P
356352	258.181	0	0	0	0	0	0	0	0	L-P
271440	198.95	28672	21.015	0	0	0	0	1024	0.751	L-P
353584	255.568	0	0	0	0	0	0	0	0	L-P
3200256	223.269	198912	13.877	8272	0.577	424	0.03	11776	0.822	EB-CBR
0	0	0	0	0	0	0	0	0	0	E-CBR
0	0	0	0	0	0	0	0	0	0	N-CBR
0	0	0	0	0	0	0	0	0	0	N-CBR
0	0	0	0	0	0	0	0	0	0	N-CBR
0	0	0	0	0	0	0	0	0	0	N-CBR
74240	21.678	43904	12.82	5456	1.593	944	0.276	127232	37.151	BE-P

