210816	24.195	28672	3.291	3728	0.428	240	0.028	1024	0.118	B-CB
297600	208.863	57344	40.245	0	0	0	0	2048	1.437	L-CB
68608	47.192	14336	9.861	0	0	0	0	512	0.352	E-CB
0	0	0	0	0	0	0	0	0	0	N-CB
0	0	0	0	0	0	0	0	0	0	N-CB
0	0	0	0	0	0	0	0	0	0	N-CB
0	0	0	0	0	0	0	0	0	0	N-CB
0	0	0	0	0	0	0	0	0	0	N-CB
0	0	0	0	0	0	0	0	0	0	B-CR
521216	86.965	263424	43.952	5584	0.932	1048	0.175	5120	0.854	EB-P
33280	23.359	37632	26.414	0	0	0	0	512	0.359	E-P
0	0	0	0	0	0	0	0	0	0	N-P
0	0	0	0	0	0	0	0	0	0	N-P
0	0	0	0	0	0	0	0	0	0	N-P
527424	79.893	255584	38.715	8128	1.231	3264	0.494	263424	39.903	BE-P
0	0	0	0	0	0	0	0	0	0	N-P
0	0	0	0	0	0	0	0	0	0	N-P
1501280	248.343	0	0	7568	1.252	1584	0.262	0	0	B-CBR
402608	283.423	14112	9.934	0	0	0	0	1152	0.811	L-CBR
443984	311.45	0	0	0	0	0	0	0	0	L-CBR
443968	313.446	0	0	0	0	0	0	0	0	L-CBR
306912	107.407	14112	4.939	0	0	0	0	1152	0.403	E-CBR
