218880	181.526	0	0	12912	10.708	5616	4.658	0	0	B-CR
354944	248.508	0	0	0	0	0	0	0	0	L-CR
274032	200.594	28672	20.988	0	0	0	0	1024	0.75	L-CR
348048	254.471	0	0	0	0	0	0	0	0	L-CR
364416	256.87	0	0	0	0	0	0	0	0	L-CR
268320	197.339	28672	21.087	0	0	0	0	1024	0.753	L-CR
373536	251.68	0	0	0	0	0	0	0	0	L-CR
312768	228.742	0	0	0	0	0	0	512	0.374	L-CR
314496	230.941	28672	21.054	0	0	0	0	512	0.376	L-CR
366080	254.611	0	0	0	0	0	0	0	0	L-CR
268672	199.1	28672	21.247	0	0	0	0	1024	0.759	L-CR
348928	255.955	0	0	0	0	0	0	0	0	L-CR
350192	255.6	0	0	0	0	0	0	0	0	L-CR
291168	201.659	28672	19.858	0	0	0	0	1024	0.709	L-CR
347184	254.295	0	0	0	0	0	0	0	0	L-CR
278656	205.228	28672	21.117	0	0	0	0	1024	0.754	L-CR
351056	256.849	0	0	0	0	0	0	0	0	L-CR
368560	255.091	0	0	0	0	0	0	0	0	L-CR
106496	75.138	28672	20.23	0	0	0	0	1024	0.722	E-CR
266240	189.719	37632	26.816	2832	2.018	296	0.211	1024	0.73	B-CR
266240	182.384	62720	42.965	0	0	0	0	1024	0.701	E-CR
178944	130.266	0	0	6288	4.577	800	0.582	0	0	B-C
181376	138.656	25088	19.179	0	0	0	0	256	0.196	L-C
178368	137.832	25088	19.386	0	0	0	0	256	0.198	L-C
175424	135.769	25088	19.417	0	0	0	0	256	0.198	L-C
180800	141.285	25088	19.605	0	0	0	0	256	0.2	L-C
190272	141.091	25088	18.603	0	0	0	0	256	0.19	L-C
158976	112.533	31360	22.199	928	0.657	136	0.096	384	0.272	EB-P
35968	24.794	81536	56.207	2736	1.886	1264	0.871	3072	2.118	EB-CR
229856	168.971	18816	13.832	11376	8.363	192	0.141	384	0.282	EB-CR
329760	249.301	18816	14.225	0	0	0	0	768	0.581	L-CR
308096	236.415	21952	16.845	0	0	0	0	896	0.688	E-CR
