116096	96.639	0	0	14736	12.266	800	0.666	0	0	B-CR
224640	159.646	0	0	0	0	0	0	0	0	L-CR
180224	135.758	25088	18.898	0	0	0	0	256	0.193	L-CR
203904	154.42	0	0	0	0	0	0	0	0	L-CR
207040	142.374	25088	17.252	0	0	0	0	256	0.176	L-CR
180608	134.891	25088	18.737	0	0	0	0	256	0.191	L-CR
214400	159.981	0	0	0	0	0	0	0	0	L-CR
178944	136.866	25088	19.189	0	0	0	0	256	0.196	L-CR
212416	159.935	0	0	0	0	0	0	0	0	L-CR
184704	134.951	25088	18.33	0	0	0	0	256	0.187	L-CR
214208	161.341	0	0	0	0	0	0	0	0	L-CR
172672	131.804	25088	19.15	0	0	0	0	256	0.195	L-CR
227200	160.261	0	0	0	0	0	0	0	0	L-CR
178880	135.97	25088	19.07	0	0	0	0	256	0.195	L-CR
203904	155.126	0	0	0	0	0	0	0	0	L-CR
0	0	25088	17.442	0	0	0	0	256	0.178	E-CR
212800	156.49	0	0	14736	10.837	800	0.588	0	0	B-CR
190912	135.947	25088	17.865	0	0	0	0	256	0.182	L-CR
210240	157.689	0	0	0	0	0	0	0	0	L-CR
207040	138.888	25088	16.83	0	0	0	0	256	0.172	L-CR
211904	159.02	0	0	0	0	0	0	0	0	L-CR
179200	136.331	25088	19.086	0	0	0	0	256	0.195	L-CR
215232	162.513	0	0	0	0	0	0	0	0	L-CR
173888	131.954	25088	19.038	0	0	0	0	256	0.194	L-CR
211264	158.653	0	0	0	0	0	0	0	0	L-CR
181248	137.888	25088	19.086	0	0	0	0	256	0.195	L-CR
203904	138.206	25088	17.005	0	0	0	0	256	0.174	L-CR
209664	157.921	0	0	0	0	0	0	0	0	L-CR
175488	134.492	25088	19.227	0	0	0	0	256	0.196	L-CR
215232	161.172	0	0	0	0	0	0	0	0	L-CR
101952	73.843	25088	18.171	0	0	0	0	256	0.185	E-CR
217088	148.751	25088	17.191	1184	0.811	352	0.241	512	0.351	BE-CBR
135936	101.75	50176	37.557	1584	1.186	800	0.599	512	0.383	B-CR
233472	169.416	25088	18.205	992	0.72	1140	0.827	640	0.464	EB-CBR
207232	145.263	31360	21.982	10960	7.683	192	0.135	896	0.628	EB-CBR
341632	254.372	21952	16.345	0	0	0	0	896	0.667	L-CBR
90112	63.145	6272	4.395	0	0	0	0	256	0.179	E-CBR
