56320	47.421	0	0	4624	3.893	464	0.391	0	0	B-C
153600	111.524	44616	32.394	0	0	0	0	512	0.372	L-C
203520	148.156	41392	30.132	0	0	0	0	256	0.186	L-C
149248	116.179	57344	44.638	0	0	0	0	512	0.399	L-C
182784	138.558	28672	21.735	0	0	0	0	256	0.194	L-C
26496	18.138	28672	19.628	4624	3.165	464	0.318	256	0.175	EB-C
183424	139.754	28672	21.846	0	0	0	0	256	0.195	L-C
149248	116.993	57344	44.951	0	0	0	0	512	0.401	L-C
176384	138.884	28672	22.576	0	0	0	0	256	0.202	L-C
184448	126.283	57344	39.261	0	0	0	0	512	0.351	L-C
25472	17.941	28672	20.195	0	0	0	0	256	0.18	E-C
171008	129.764	28672	21.757	4624	3.509	464	0.352	256	0.194	B-C
147456	115.777	43008	33.768	0	0	0	0	512	0.402	L-C
180224	143.172	43008	34.166	0	0	0	0	256	0.203	L-C
145408	114.977	43008	34.007	0	0	0	0	512	0.405	L-C
101376	74.54	43008	31.623	0	0	0	0	256	0.188	E-C
0	0	0	0	0	0	0	0	0	0	N-C
0	0	25088	17.046	18176	12.35	36	0.024	308224	209.421	B-M
0	0	34048	25.486	6656	4.982	0	0	401408	300.469	L-M
0	0	34048	25.73	6656	5.03	0	0	408448	308.663	L-M
0	0	34944	26.25	6912	5.192	0	0	408960	307.212	L-M
0	0	34048	25.758	1120	0.847	0	0	404736	306.194	L-M
0	0	34944	26.561	0	0	0	0	411392	312.705	L-M
81824	55.813	3584	2.445	3104	2.117	128	0.087	36608	24.97	EB-CBR
317024	179.483	100352	56.814	0	0	0	0	4096	2.319	E-CBR
253440	178.819	0	0	2384	1.682	1476	1.041	0	0	B-CBR
352512	245.484	25088	17.471	0	0	0	0	1024	0.713	L-CBR
171456	124.969	25088	18.286	1888	1.376	128	0.093	1024	0.746	EB-CR
194656	141.403	25088	18.225	3456	2.511	2764	2.008	2048	1.488	E-CR
436544	309.977	0	0	0	0	0	0	0	0	N-CR
443952	316.095	0	0	0	0	0	0	0	0	N-CR
484048	307.557	0	0	0	0	0	0	0	0	N-CR
446528	315.907	0	0	0	0	0	0	0	0	N-CR
449088	317.058	0	0	0	0	0	0	0	0	N-CR
