load_bytes	store_bytes	fetch_bytes	uop_bytes	accum_bytes	ofm_dim	ifm_dim	kernel_dim	stride	pad
182272	31360	1856	36	125440	(14, 14, 160)	(14, 14, 160)	(3, 3)	(1, 1)	(1, 1)
1885184	50176	11376	36	802816	(7, 7, 1024)	(14, 14, 1024)	(3, 3)	(2, 2)	(0, 0)
1064960	100352	3168	16	1605632	(14, 14, 512)	(28, 28, 512)	(2, 2)	(2, 2)	(0, 0)
4458112	50176	11376	36	200704	(7, 7, 1024)	(7, 7, 1024)	(3, 3)	(1, 1)	(1, 1)
421920	13872	640	36	235200	(17, 17, 48)	(35, 35, 48)	(3, 3)	(2, 2)	(0, 0)
169088	43264	784	36	173056	(13, 13, 256)	(13, 13, 256)	(3, 3)	(1, 1)	(1, 1)
6697680	967872	18992	36	1019648	(71, 71, 192)	(71, 71, 192)	(3, 3)	(1, 1)	(1, 1)
360256	3456	4320	36	75264	(3, 3, 384)	(7, 7, 384)	(3, 3)	(2, 2)	(0, 0)
315392	100352	2576	36	282624	(28, 28, 128)	(56, 56, 128)	(3, 3)	(2, 2)	(0, 0)
299520	7056	1680	36	112896	(7, 7, 144)	(14, 14, 144)	(3, 3)	(2, 2)	(0, 0)
487424	100352	19824	36	1189888	(56, 56, 32)	(56, 56, 32)	(3, 3)	(1, 1)	(1, 1)
1518400	6400	1408	16	78400	(4, 4, 400)	(7, 7, 400)	(2, 2)	(2, 2)	(0, 0)
2821120	401408	10352	16	131072	(56, 56, 128)	(112, 112, 128)	(2, 2)	(2, 2)	(0, 0)
724992	100352	5744	36	401408	(14, 14, 512)	(14, 14, 512)	(3, 3)	(1, 1)	(1, 1)
58944	21632	1504	36	373248	(13, 13, 128)	(27, 27, 128)	(3, 3)	(2, 2)	(0, 0)
1345920	6144	2400	16	75264	(4, 4, 384)	(7, 7, 384)	(2, 2)	(2, 2)	(0, 0)
2821120	401408	13424	36	1187840	(56, 56, 128)	(112, 112, 128)	(3, 3)	(2, 2)	(0, 0)
548864	100352	1520	36	401408	(28, 28, 128)	(28, 28, 128)	(3, 3)	(1, 1)	(1, 1)
215808	25088	1520	36	401408	(14, 14, 128)	(28, 28, 128)	(3, 3)	(2, 2)	(0, 0)
623616	401408	3472	36	593920	(112, 112, 32)	(112, 112, 32)	(3, 3)	(1, 1)	(1, 1)
509184	150528	29680	36	1784832	(56, 56, 48)	(56, 56, 48)	(3, 3)	(1, 1)	(1, 1)
119296	6272	864	16	86528	(7, 7, 128)	(13, 13, 128)	(2, 2)	(2, 2)	(0, 0)
2691072	50176	11376	36	802816	(7, 7, 1024)	(14, 14, 1024)	(3, 3)	(2, 2)	(0, 0)
169088	12544	784	16	173056	(7, 7, 256)	(13, 13, 256)	(2, 2)	(2, 2)	(0, 0)
362016	426320	31584	36	874816	(73, 73, 80)	(73, 73, 80)	(3, 3)	(1, 1)	(1, 1)
362496	100352	5744	36	401408	(14, 14, 512)	(14, 14, 512)	(3, 3)	(1, 1)	(1, 1)
2064384	200704	13408	36	565248	(28, 28, 256)	(56, 56, 256)	(3, 3)	(2, 2)	(0, 0)
548864	25088	880	16	401408	(14, 14, 128)	(28, 28, 128)	(2, 2)	(2, 2)	(0, 0)
1064960	401408	5728	36	1605632	(28, 28, 512)	(28, 28, 512)	(3, 3)	(1, 1)	(1, 1)
58368	12544	464	36	200704	(14, 14, 64)	(28, 28, 64)	(3, 3)	(2, 2)	(0, 0)
3716608	9216	11376	36	200704	(3, 3, 1024)	(7, 7, 1024)	(3, 3)	(2, 2)	(0, 0)
1666560	150528	2224	36	602112	(28, 28, 192)	(28, 28, 192)	(3, 3)	(1, 1)	(1, 1)
1501184	100352	5744	36	401408	(14, 14, 512)	(14, 14, 512)	(3, 3)	(1, 1)	(1, 1)
91040	6400	2496	16	78400	(4, 4, 400)	(7, 7, 400)	(2, 2)	(2, 2)	(0, 0)
530160	11760	2736	36	47040	(7, 7, 240)	(7, 7, 240)	(3, 3)	(1, 1)	(1, 1)
495616	12544	1648	16	200704	(7, 7, 256)	(14, 14, 256)	(2, 2)	(2, 2)	(0, 0)
43136	6272	304	16	100352	(7, 7, 128)	(14, 14, 128)	(2, 2)	(2, 2)	(0, 0)
152064	12544	5040	36	297472	(28, 28, 16)	(56, 56, 16)	(3, 3)	(2, 2)	(0, 0)
1014528	9216	2928	36	173056	(6, 6, 256)	(13, 13, 256)	(3, 3)	(2, 2)	(0, 0)
525456	576	1680	36	9216	(2, 2, 144)	(4, 4, 144)	(3, 3)	(2, 2)	(0, 0)
3612672	3211264	26736	36	671744	(224, 224, 64)	(224, 224, 64)	(3, 3)	(1, 1)	(1, 1)
991744	173056	6352	16	671744	(52, 52, 64)	(104, 104, 64)	(2, 2)	(2, 2)	(0, 0)
198720	11664	4864	36	285120	(27, 27, 16)	(55, 55, 16)	(3, 3)	(2, 2)	(0, 0)
1229824	25088	5728	36	100352	(7, 7, 512)	(7, 7, 512)	(3, 3)	(1, 1)	(1, 1)
2064384	802816	26720	36	1130496	(56, 56, 256)	(56, 56, 256)	(3, 3)	(1, 1)	(1, 1)
1258496	200704	2928	36	802816	(28, 28, 256)	(28, 28, 256)	(3, 3)	(1, 1)	(1, 1)
1885184	50176	6256	16	802816	(7, 7, 1024)	(14, 14, 1024)	(2, 2)	(2, 2)	(0, 0)
407680	25088	5488	16	387200	(28, 28, 32)	(55, 55, 32)	(2, 2)	(2, 2)	(0, 0)
56576	12544	5040	36	297472	(28, 28, 16)	(56, 56, 16)	(3, 3)	(2, 2)	(0, 0)
304128	12544	1648	16	173056	(7, 7, 256)	(13, 13, 256)	(2, 2)	(2, 2)	(0, 0)
83328	1728	624	36	32448	(6, 6, 48)	(13, 13, 48)	(3, 3)	(2, 2)	(0, 0)
395520	18496	816	36	313600	(17, 17, 64)	(35, 35, 64)	(3, 3)	(2, 2)	(0, 0)
760608	2592	1072	36	56448	(3, 3, 288)	(7, 7, 288)	(3, 3)	(2, 2)	(0, 0)
102912	18816	688	16	301056	(14, 14, 96)	(28, 28, 96)	(2, 2)	(2, 2)	(0, 0)
362496	25088	3184	16	401408	(7, 7, 512)	(14, 14, 512)	(2, 2)	(2, 2)	(0, 0)
83328	8112	624	36	32448	(13, 13, 48)	(13, 13, 48)	(3, 3)	(1, 1)	(1, 1)
1249280	25088	5728	36	100352	(7, 7, 512)	(7, 7, 512)	(3, 3)	(1, 1)	(1, 1)
430080	100352	10848	16	1605632	(56, 56, 32)	(112, 112, 32)	(2, 2)	(2, 2)	(0, 0)
728448	13824	1552	36	259584	(6, 6, 384)	(13, 13, 384)	(3, 3)	(2, 2)	(0, 0)
152064	50176	9968	36	594944	(56, 56, 16)	(56, 56, 16)	(3, 3)	(1, 1)	(1, 1)
49920	3136	480	16	50176	(7, 7, 64)	(14, 14, 64)	(2, 2)	(2, 2)	(0, 0)
341184	192	2208	36	6912	(1, 1, 192)	(3, 3, 192)	(3, 3)	(2, 2)	(0, 0)
99840	3136	800	36	50176	(7, 7, 64)	(14, 14, 64)	(3, 3)	(2, 2)	(0, 0)
155392	12544	2928	36	200704	(7, 7, 256)	(14, 14, 256)	(3, 3)	(2, 2)	(0, 0)
545792	200704	6768	36	282624	(56, 56, 64)	(56, 56, 64)	(3, 3)	(1, 1)	(1, 1)
655360	24576	4336	36	98304	(8, 8, 384)	(8, 8, 384)	(3, 3)	(1, 1)	(1, 1)
18688	37632	2224	36	150528	(14, 14, 192)	(14, 14, 192)	(3, 3)	(1, 1)	(1, 1)
375040	58800	18592	36	692160	(35, 35, 48)	(35, 35, 48)	(3, 3)	(1, 1)	(1, 1)
173888	7840	1856	36	31360	(7, 7, 160)	(7, 7, 160)	(3, 3)	(1, 1)	(1, 1)
618496	12544	1168	36	200704	(7, 7, 256)	(14, 14, 256)	(3, 3)	(2, 2)	(0, 0)
4014080	200704	13424	36	565248	(28, 28, 256)	(56, 56, 256)	(3, 3)	(2, 2)	(0, 0)
1048576	7168	400	16	114688	(4, 4, 448)	(8, 8, 448)	(2, 2)	(2, 2)	(0, 0)
7727104	401408	5728	36	1605632	(28, 28, 512)	(28, 28, 512)	(3, 3)	(1, 1)	(1, 1)
382464	100352	1520	36	401408	(28, 28, 128)	(28, 28, 128)	(3, 3)	(1, 1)	(1, 1)
624640	4608	5728	36	100352	(3, 3, 512)	(7, 7, 512)	(3, 3)	(2, 2)	(0, 0)
883584	28224	1696	36	451584	(14, 14, 144)	(28, 28, 144)	(3, 3)	(2, 2)	(0, 0)
2087712	4608	3264	36	18432	(4, 4, 288)	(4, 4, 288)	(3, 3)	(1, 1)	(1, 1)
312000	78400	24752	36	922880	(35, 35, 64)	(35, 35, 64)	(3, 3)	(1, 1)	(1, 1)
89472	3136	480	16	43264	(7, 7, 64)	(13, 13, 64)	(2, 2)	(2, 2)	(0, 0)
173888	1440	1856	36	31360	(3, 3, 160)	(7, 7, 160)	(3, 3)	(2, 2)	(0, 0)
430080	401408	6752	36	593920	(112, 112, 32)	(112, 112, 32)	(3, 3)	(1, 1)	(1, 1)
220800	19600	2512	16	313600	(7, 7, 400)	(14, 14, 400)	(2, 2)	(2, 2)	(0, 0)
6656416	401408	13424	36	1187840	(56, 56, 128)	(112, 112, 128)	(3, 3)	(2, 2)	(0, 0)
525456	2304	1680	36	9216	(4, 4, 144)	(4, 4, 144)	(3, 3)	(1, 1)	(1, 1)
229376	200704	6768	36	282624	(56, 56, 64)	(56, 56, 64)	(3, 3)	(1, 1)	(1, 1)
174080	28224	1680	36	112896	(14, 14, 144)	(14, 14, 144)	(3, 3)	(1, 1)	(1, 1)
404992	200704	19824	36	296960	(112, 112, 16)	(112, 112, 16)	(3, 3)	(1, 1)	(1, 1)
3716608	50176	11376	36	200704	(7, 7, 1024)	(7, 7, 1024)	(3, 3)	(1, 1)	(1, 1)
91136	31360	1072	16	501760	(14, 14, 160)	(28, 28, 160)	(2, 2)	(2, 2)	(0, 0)
397440	48400	1792	36	573760	(55, 55, 16)	(55, 55, 16)	(3, 3)	(1, 1)	(1, 1)
5276160	18432	22640	36	401408	(3, 3, 2048)	(7, 7, 2048)	(3, 3)	(2, 2)	(0, 0)
987136	43264	4336	36	692224	(13, 13, 256)	(26, 26, 256)	(3, 3)	(2, 2)	(0, 0)
1064960	100352	1504	36	401408	(28, 28, 128)	(28, 28, 128)	(3, 3)	(1, 1)	(1, 1)
760608	4608	1072	16	56448	(4, 4, 288)	(7, 7, 288)	(2, 2)	(2, 2)	(0, 0)
156672	37632	2224	36	602112	(14, 14, 192)	(28, 28, 192)	(3, 3)	(2, 2)	(0, 0)
1352704	86528	5744	36	346112	(13, 13, 512)	(13, 13, 512)	(3, 3)	(1, 1)	(1, 1)
728448	18816	1552	16	259584	(7, 7, 384)	(13, 13, 384)	(2, 2)	(2, 2)	(0, 0)
122112	6272	304	16	100352	(14, 14, 32)	(28, 28, 32)	(2, 2)	(2, 2)	(0, 0)
83328	2352	384	16	32448	(7, 7, 48)	(13, 13, 48)	(2, 2)	(2, 2)	(0, 0)
1014528	43264	2928	36	173056	(13, 13, 256)	(13, 13, 256)	(3, 3)	(1, 1)	(1, 1)
476480	2880	3616	36	62720	(3, 3, 320)	(7, 7, 320)	(3, 3)	(2, 2)	(0, 0)
917504	200704	10352	16	1114112	(28, 28, 256)	(56, 56, 256)	(2, 2)	(2, 2)	(0, 0)
3014208	28224	6432	36	112896	(7, 7, 576)	(7, 7, 576)	(3, 3)	(1, 1)	(1, 1)
1211392	346112	7792	36	2002944	(52, 52, 128)	(52, 52, 128)	(3, 3)	(1, 1)	(1, 1)
182272	7840	1856	36	125440	(7, 7, 160)	(14, 14, 160)	(3, 3)	(2, 2)	(0, 0)
4777584	677376	13568	36	567680	(28, 28, 256)	(56, 56, 256)	(3, 3)	(2, 2)	(0, 0)
152064	37632	1168	16	602112	(28, 28, 48)	(56, 56, 48)	(2, 2)	(2, 2)	(0, 0)
2297856	18432	22640	36	401408	(3, 3, 2048)	(7, 7, 2048)	(3, 3)	(2, 2)	(0, 0)
608448	5120	3616	36	81920	(4, 4, 320)	(8, 8, 320)	(3, 3)	(2, 2)	(0, 0)
124800	3136	800	36	50176	(7, 7, 64)	(14, 14, 64)	(3, 3)	(2, 2)	(0, 0)
296640	78400	24752	36	922880	(35, 35, 64)	(35, 35, 64)	(3, 3)	(1, 1)	(1, 1)
2980176	173056	11376	36	692224	(13, 13, 1024)	(13, 13, 1024)	(3, 3)	(1, 1)	(1, 1)
147264	2048	864	16	25088	(4, 4, 128)	(7, 7, 128)	(2, 2)	(2, 2)	(0, 0)
3440640	802816	26720	36	1130496	(56, 56, 256)	(56, 56, 256)	(3, 3)	(1, 1)	(1, 1)
1025024	173056	3232	36	692224	(26, 26, 256)	(26, 26, 256)	(3, 3)	(1, 1)	(1, 1)
7727104	100352	10016	16	1605632	(14, 14, 512)	(28, 28, 512)	(2, 2)	(2, 2)	(0, 0)
3440640	200704	13408	36	565248	(28, 28, 256)	(56, 56, 256)	(3, 3)	(2, 2)	(0, 0)
223488	8112	640	36	139968	(13, 13, 48)	(27, 27, 48)	(3, 3)	(2, 2)	(0, 0)
559200	27744	1168	36	470400	(17, 17, 96)	(35, 35, 96)	(3, 3)	(2, 2)	(0, 0)
38016	9216	464	36	173056	(6, 6, 256)	(13, 13, 256)	(3, 3)	(2, 2)	(0, 0)
278016	50176	816	36	200704	(28, 28, 64)	(28, 28, 64)	(3, 3)	(1, 1)	(1, 1)
672960	3456	4320	36	75264	(3, 3, 384)	(7, 7, 384)	(3, 3)	(2, 2)	(0, 0)
965808	8208	10144	36	178752	(3, 3, 912)	(7, 7, 912)	(3, 3)	(2, 2)	(0, 0)
7727104	100352	5728	36	1605632	(14, 14, 512)	(28, 28, 512)	(3, 3)	(2, 2)	(0, 0)
38016	43264	464	36	173056	(13, 13, 256)	(13, 13, 256)	(3, 3)	(1, 1)	(1, 1)
573440	3072	1264	16	49152	(4, 4, 192)	(8, 8, 192)	(2, 2)	(2, 2)	(0, 0)
3612672	802816	13424	36	335872	(112, 112, 64)	(224, 224, 64)	(3, 3)	(2, 2)	(0, 0)
586240	15680	3632	36	250880	(7, 7, 320)	(14, 14, 320)	(3, 3)	(2, 2)	(0, 0)
1441792	5120	784	36	81920	(4, 4, 320)	(8, 8, 320)	(3, 3)	(2, 2)	(0, 0)
6809472	43264	2928	36	692224	(13, 13, 256)	(26, 26, 256)	(3, 3)	(2, 2)	(0, 0)
49920	3136	800	36	50176	(7, 7, 64)	(14, 14, 64)	(3, 3)	(2, 2)	(0, 0)
1552896	18816	2416	16	301056	(7, 7, 384)	(14, 14, 384)	(2, 2)	(2, 2)	(0, 0)
3014208	9216	3552	16	112896	(4, 4, 576)	(7, 7, 576)	(2, 2)	(2, 2)	(0, 0)
7530384	14592	10128	36	58368	(4, 4, 912)	(4, 4, 912)	(3, 3)	(1, 1)	(1, 1)
623616	100352	3472	16	1605632	(56, 56, 32)	(112, 112, 32)	(2, 2)	(2, 2)	(0, 0)
4071424	100352	4816	36	1605632	(14, 14, 512)	(28, 28, 512)	(3, 3)	(2, 2)	(0, 0)
1666560	37632	1264	16	602112	(14, 14, 192)	(28, 28, 192)	(2, 2)	(2, 2)	(0, 0)
495616	12544	2928	36	200704	(7, 7, 256)	(14, 14, 256)	(3, 3)	(2, 2)	(0, 0)
56896	31360	1856	36	125440	(14, 14, 160)	(14, 14, 160)	(3, 3)	(1, 1)	(1, 1)
174336	25088	976	36	100352	(7, 7, 512)	(7, 7, 512)	(3, 3)	(1, 1)	(1, 1)
124800	12544	800	36	50176	(14, 14, 64)	(14, 14, 64)	(3, 3)	(1, 1)	(1, 1)
1441792	20480	784	36	81920	(8, 8, 320)	(8, 8, 320)	(3, 3)	(1, 1)	(1, 1)
476480	5120	2016	16	62720	(4, 4, 320)	(7, 7, 320)	(2, 2)	(2, 2)	(0, 0)
589056	12544	2928	36	200704	(7, 7, 256)	(14, 14, 256)	(3, 3)	(2, 2)	(0, 0)
2679552	37632	4720	16	519168	(7, 7, 768)	(13, 13, 768)	(2, 2)	(2, 2)	(0, 0)
530160	2160	2736	36	47040	(3, 3, 240)	(7, 7, 240)	(3, 3)	(2, 2)	(0, 0)
1619744	691488	19088	36	1968768	(147, 147, 32)	(147, 147, 32)	(3, 3)	(1, 1)	(1, 1)
278016	12544	496	16	200704	(14, 14, 64)	(28, 28, 64)	(2, 2)	(2, 2)	(0, 0)
137216	12544	496	16	200704	(14, 14, 64)	(28, 28, 64)	(2, 2)	(2, 2)	(0, 0)
198720	48400	9792	36	573760	(55, 55, 16)	(55, 55, 16)	(3, 3)	(1, 1)	(1, 1)
618496	50176	1168	36	200704	(14, 14, 256)	(14, 14, 256)	(3, 3)	(1, 1)	(1, 1)
157696	21952	1328	36	87808	(14, 14, 112)	(14, 14, 112)	(3, 3)	(1, 1)	(1, 1)
1885184	200704	11376	36	802816	(14, 14, 1024)	(14, 14, 1024)	(3, 3)	(1, 1)	(1, 1)
548864	25088	1520	36	401408	(14, 14, 128)	(28, 28, 128)	(3, 3)	(2, 2)	(0, 0)
194816	23328	592	36	93312	(27, 27, 32)	(27, 27, 32)	(3, 3)	(1, 1)	(1, 1)
889104	4096	11360	36	65536	(2, 2, 1024)	(4, 4, 1024)	(3, 3)	(2, 2)	(0, 0)
39168	18816	1168	36	301056	(14, 14, 96)	(28, 28, 96)	(3, 3)	(2, 2)	(0, 0)
889440	16384	11360	36	65536	(4, 4, 1024)	(4, 4, 1024)	(3, 3)	(1, 1)	(1, 1)
655360	6144	2416	16	98304	(4, 4, 384)	(8, 8, 384)	(2, 2)	(2, 2)	(0, 0)
1258496	50176	1648	16	802816	(14, 14, 256)	(28, 28, 256)	(2, 2)	(2, 2)	(0, 0)
1449984	100352	5744	36	401408	(14, 14, 512)	(14, 14, 512)	(3, 3)	(1, 1)	(1, 1)
1441792	5120	784	16	81920	(4, 4, 320)	(8, 8, 320)	(2, 2)	(2, 2)	(0, 0)
1552896	18816	4336	36	301056	(7, 7, 384)	(14, 14, 384)	(3, 3)	(2, 2)	(0, 0)
397440	12544	1792	16	193600	(28, 28, 16)	(55, 55, 16)	(2, 2)	(2, 2)	(0, 0)
355840	7840	688	36	125440	(7, 7, 160)	(14, 14, 160)	(3, 3)	(2, 2)	(0, 0)
2087712	1152	3264	36	18432	(2, 2, 288)	(4, 4, 288)	(3, 3)	(2, 2)	(0, 0)
2297856	9216	784	36	200704	(3, 3, 1024)	(7, 7, 1024)	(3, 3)	(2, 2)	(0, 0)
2038144	25088	3184	16	401408	(7, 7, 512)	(14, 14, 512)	(2, 2)	(2, 2)	(0, 0)
341184	1728	2208	36	6912	(3, 3, 192)	(3, 3, 192)	(3, 3)	(1, 1)	(1, 1)
362496	12544	1648	16	200704	(7, 7, 256)	(14, 14, 256)	(2, 2)	(2, 2)	(0, 0)
101920	50176	10864	16	774400	(28, 28, 64)	(55, 55, 64)	(2, 2)	(2, 2)	(0, 0)
174336	4608	5728	36	100352	(3, 3, 512)	(7, 7, 512)	(3, 3)	(2, 2)	(0, 0)
137280	6272	464	36	25088	(14, 14, 32)	(14, 14, 32)	(3, 3)	(1, 1)	(1, 1)
312000	20736	496	16	313600	(18, 18, 64)	(35, 35, 64)	(2, 2)	(2, 2)	(0, 0)
182272	7840	1056	16	125440	(7, 7, 160)	(14, 14, 160)	(2, 2)	(2, 2)	(0, 0)
372800	27744	1168	36	470400	(17, 17, 96)	(35, 35, 96)	(3, 3)	(2, 2)	(0, 0)
224256	75264	1168	36	301056	(28, 28, 96)	(28, 28, 96)	(3, 3)	(1, 1)	(1, 1)
382464	25088	1520	36	401408	(14, 14, 128)	(28, 28, 128)	(3, 3)	(2, 2)	(0, 0)
556032	25088	880	16	401408	(14, 14, 128)	(28, 28, 128)	(2, 2)	(2, 2)	(0, 0)
124800	3136	480	16	50176	(7, 7, 64)	(14, 14, 64)	(2, 2)	(2, 2)	(0, 0)
375040	13872	640	36	235200	(17, 17, 48)	(35, 35, 48)	(3, 3)	(2, 2)	(0, 0)
173888	2560	1056	16	31360	(4, 4, 160)	(7, 7, 160)	(2, 2)	(2, 2)	(0, 0)
1064960	25088	864	16	401408	(14, 14, 128)	(28, 28, 128)	(2, 2)	(2, 2)	(0, 0)
1211392	86528	20080	16	1384448	(26, 26, 128)	(52, 52, 128)	(2, 2)	(2, 2)	(0, 0)
724992	50176	2928	36	200704	(14, 14, 256)	(14, 14, 256)	(3, 3)	(1, 1)	(1, 1)
1211392	86528	3952	36	2050048	(26, 26, 128)	(52, 52, 128)	(3, 3)	(2, 2)	(0, 0)
175104	12544	496	16	200704	(14, 14, 64)	(28, 28, 64)	(2, 2)	(2, 2)	(0, 0)
156960	50176	10864	16	774400	(28, 28, 64)	(55, 55, 64)	(2, 2)	(2, 2)	(0, 0)
380128	25088	5488	16	401408	(28, 28, 32)	(56, 56, 32)	(2, 2)	(2, 2)	(0, 0)
987136	43264	4336	16	692224	(13, 13, 256)	(26, 26, 256)	(2, 2)	(2, 2)	(0, 0)
265920	10368	304	16	156800	(18, 18, 32)	(35, 35, 32)	(2, 2)	(2, 2)	(0, 0)
119296	10816	800	36	43264	(13, 13, 64)	(13, 13, 64)	(3, 3)	(1, 1)	(1, 1)
1112064	25088	1520	36	401408	(14, 14, 128)	(28, 28, 128)	(3, 3)	(2, 2)	(0, 0)
272448	7840	1072	16	125440	(7, 7, 160)	(14, 14, 160)	(2, 2)	(2, 2)	(0, 0)
917504	6144	2400	16	98304	(4, 4, 384)	(8, 8, 384)	(2, 2)	(2, 2)	(0, 0)
2129920	100352	5728	36	1605632	(14, 14, 512)	(28, 28, 512)	(3, 3)	(2, 2)	(0, 0)
430080	25088	880	16	401408	(14, 14, 128)	(28, 28, 128)	(2, 2)	(2, 2)	(0, 0)
495616	50176	2928	36	200704	(14, 14, 256)	(14, 14, 256)	(3, 3)	(1, 1)	(1, 1)
1148928	9216	592	36	200704	(3, 3, 1024)	(7, 7, 1024)	(3, 3)	(2, 2)	(0, 0)
91040	19600	4496	36	78400	(7, 7, 400)	(7, 7, 400)	(3, 3)	(1, 1)	(1, 1)
301728	200704	2928	36	802816	(28, 28, 256)	(28, 28, 256)	(3, 3)	(1, 1)	(1, 1)
545792	50176	19824	36	1189888	(28, 28, 64)	(56, 56, 64)	(3, 3)	(2, 2)	(0, 0)
917504	6144	4320	36	98304	(4, 4, 384)	(8, 8, 384)	(3, 3)	(2, 2)	(0, 0)
476672	10976	1072	16	175616	(7, 7, 224)	(14, 14, 224)	(2, 2)	(2, 2)	(0, 0)
542208	36992	1520	36	147968	(17, 17, 128)	(17, 17, 128)	(3, 3)	(1, 1)	(1, 1)
778752	14112	1840	16	225792	(7, 7, 288)	(14, 14, 288)	(2, 2)	(2, 2)	(0, 0)
304128	43264	2928	36	173056	(13, 13, 256)	(13, 13, 256)	(3, 3)	(1, 1)	(1, 1)
624640	8192	3168	16	100352	(4, 4, 512)	(7, 7, 512)	(2, 2)	(2, 2)	(0, 0)
208896	6272	448	36	100352	(14, 14, 32)	(28, 28, 32)	(3, 3)	(2, 2)	(0, 0)
404992	50176	5488	16	802816	(56, 56, 16)	(112, 112, 16)	(2, 2)	(2, 2)	(0, 0)
430080	25088	1520	36	401408	(14, 14, 128)	(28, 28, 128)	(3, 3)	(2, 2)	(0, 0)
194816	5408	592	36	93312	(13, 13, 32)	(27, 27, 32)	(3, 3)	(2, 2)	(0, 0)
2679552	27648	8560	36	519168	(6, 6, 768)	(13, 13, 768)	(3, 3)	(2, 2)	(0, 0)
208896	6272	288	16	100352	(14, 14, 32)	(28, 28, 32)	(2, 2)	(2, 2)	(0, 0)
1931776	25088	5744	36	401408	(7, 7, 512)	(14, 14, 512)	(3, 3)	(2, 2)	(0, 0)
380128	25088	9968	36	594944	(28, 28, 32)	(56, 56, 32)	(3, 3)	(2, 2)	(0, 0)
89472	10816	800	36	43264	(13, 13, 64)	(13, 13, 64)	(3, 3)	(1, 1)	(1, 1)
2087712	1152	1072	16	18432	(2, 2, 288)	(4, 4, 288)	(2, 2)	(2, 2)	(0, 0)
883584	112896	1696	36	451584	(28, 28, 144)	(28, 28, 144)	(3, 3)	(1, 1)	(1, 1)
255488	150528	26480	36	1472512	(28, 28, 192)	(56, 56, 192)	(3, 3)	(2, 2)	(0, 0)
1449984	25088	3184	16	401408	(7, 7, 512)	(14, 14, 512)	(2, 2)	(2, 2)	(0, 0)
2652160	100352	6768	36	282624	(28, 28, 128)	(56, 56, 128)	(3, 3)	(2, 2)	(0, 0)
487424	25088	9968	36	594944	(28, 28, 32)	(56, 56, 32)	(3, 3)	(2, 2)	(0, 0)
296640	20736	496	16	313600	(18, 18, 64)	(35, 35, 64)	(2, 2)	(2, 2)	(0, 0)
1025024	43264	3232	36	692224	(13, 13, 256)	(26, 26, 256)	(3, 3)	(2, 2)	(0, 0)
99136	12544	592	16	200704	(14, 14, 64)	(28, 28, 64)	(2, 2)	(2, 2)	(0, 0)
728448	64896	1552	36	259584	(13, 13, 384)	(13, 13, 384)	(3, 3)	(1, 1)	(1, 1)
676352	43264	2928	36	173056	(13, 13, 256)	(13, 13, 256)	(3, 3)	(1, 1)	(1, 1)
1236992	12544	1648	16	200704	(7, 7, 256)	(14, 14, 256)	(2, 2)	(2, 2)	(0, 0)
155392	50176	2928	36	200704	(14, 14, 256)	(14, 14, 256)	(3, 3)	(1, 1)	(1, 1)
2409472	8192	3168	16	100352	(4, 4, 512)	(7, 7, 512)	(2, 2)	(2, 2)	(0, 0)
156960	46656	19120	36	1140480	(27, 27, 64)	(55, 55, 64)	(3, 3)	(2, 2)	(0, 0)
4014080	200704	10352	16	1114112	(28, 28, 256)	(56, 56, 256)	(2, 2)	(2, 2)	(0, 0)
1228800	28672	5040	36	114688	(8, 8, 448)	(8, 8, 448)	(3, 3)	(1, 1)	(1, 1)
2064384	401408	6832	36	565248	(56, 56, 128)	(56, 56, 128)	(3, 3)	(1, 1)	(1, 1)
991744	173056	6352	36	2029568	(52, 52, 64)	(104, 104, 64)	(3, 3)	(2, 2)	(0, 0)
608256	9216	2928	36	173056	(6, 6, 256)	(13, 13, 256)	(3, 3)	(2, 2)	(0, 0)
233472	12544	816	36	200704	(14, 14, 64)	(28, 28, 64)	(3, 3)	(2, 2)	(0, 0)
174080	7056	960	16	112896	(7, 7, 144)	(14, 14, 144)	(2, 2)	(2, 2)	(0, 0)
165888	6272	1504	36	100352	(7, 7, 128)	(14, 14, 128)	(3, 3)	(2, 2)	(0, 0)
2129920	100352	3168	16	1605632	(14, 14, 512)	(28, 28, 512)	(2, 2)	(2, 2)	(0, 0)
30336	341056	18720	36	1949952	(73, 73, 64)	(147, 147, 64)	(3, 3)	(2, 2)	(0, 0)
407680	23328	9616	36	570240	(27, 27, 32)	(55, 55, 32)	(3, 3)	(2, 2)	(0, 0)
315392	100352	2576	16	1605632	(28, 28, 128)	(56, 56, 128)	(2, 2)	(2, 2)	(0, 0)
1552896	75264	4336	36	301056	(14, 14, 384)	(14, 14, 384)	(3, 3)	(1, 1)	(1, 1)
265920	39200	12432	36	461440	(35, 35, 32)	(35, 35, 32)	(3, 3)	(1, 1)	(1, 1)
1112064	100352	1520	36	401408	(28, 28, 128)	(28, 28, 128)	(3, 3)	(1, 1)	(1, 1)
1014528	12544	1648	16	173056	(7, 7, 256)	(13, 13, 256)	(2, 2)	(2, 2)	(0, 0)
369408	9408	784	36	37632	(7, 7, 192)	(7, 7, 192)	(3, 3)	(1, 1)	(1, 1)
301952	50176	1648	16	802816	(14, 14, 256)	(28, 28, 256)	(2, 2)	(2, 2)	(0, 0)
1148928	50176	592	36	200704	(7, 7, 1024)	(7, 7, 1024)	(3, 3)	(1, 1)	(1, 1)
