Means,STDs,Min,Max,Num_samples
11.846031250000065,0.5204236435197341,11.0,12.5875,800.0
11.831186708860846,0.5300789915433287,11.0,12.5875,790.0
11.841140463917645,0.5206544773269088,11.0,12.575,776.0
11.85112903225816,0.5230004676318382,11.0,12.55,775.0
11.848501932989816,0.5325425650073871,11.0,12.55,776.0
11.84893685567016,0.5283744064837016,11.0,12.6,776.0
11.844264138817552,0.5152686351506154,11.0125,12.575,778.0
11.853173575129661,0.5306029072567134,11.0125,12.5375,772.0
11.8522153945667,0.530405782908231,11.0,12.5875,773.0
11.843222506393912,0.526636090736704,11.0125,12.5125,782.0
11.841714195183794,0.5398180599225484,11.0,12.6,789.0
11.855416666666716,0.5270037738406407,11.0,12.5625,780.0
11.845172634271183,0.5103649922799439,11.0125,12.5375,782.0
11.849263764404654,0.5236393560561877,11.0,12.55,781.0
11.850902061855706,0.5204189454495671,11.0,12.575,776.0
11.863278210116823,0.523878093871915,11.0125,12.55,771.0
11.850880281690262,0.5263332290678083,11.0,12.5625,781.0
11.849276992288027,0.5307311887099216,11.0125,12.5375,778.0
11.849806949807029,0.5279445023923206,11.0,12.5875,777.0
11.854209844559694,0.5212978671395861,11.0125,12.525,772.0
11.861558441558481,0.529278043097617,11.0125,12.5625,770.0
11.85186375321338,0.5306565984027387,11.0,12.575,778.0
11.846242038216564,0.5212303641296597,11.0125,12.5625,785.0
11.856120466321334,0.5275966675173355,11.0125,12.5625,772.0
11.853253865979356,0.5223198519365028,11.025,12.55,776.0
11.851212807244517,0.5185679036074476,11.0125,12.5375,773.0
11.856516817593853,0.5288910400354278,11.0,12.6,773.0
11.848050902061882,0.5263201782055112,11.0125,12.525,776.0
11.85164092664099,0.5203379407418123,11.0,12.575,777.0
11.852870967741925,0.5146993673548882,11.025,12.55,775.0
11.846826675257798,0.5276818957909936,11.0,12.55,776.0
11.838214739517227,0.5309756301929569,11.0,12.5375,787.0
11.849194587628904,0.5214454898270706,11.0125,12.55,776.0
11.85401612903229,0.5230578461302655,11.0125,12.575,775.0
11.85160875160877,0.5208238437684514,11.0125,12.575,777.0
11.854621309370938,0.5290567961529373,11.0125,12.5625,779.0
11.85291184041188,0.5230116288686026,11.0125,12.5875,777.0
11.853112840466995,0.525236145632671,11.0,12.5875,771.0
11.849259974260047,0.5201522929313613,11.0,12.55,777.0
11.854494201031047,0.5331999204122402,11.0125,12.625,776.0
11.850193548387146,0.5267788198313629,11.0125,12.5375,775.0
11.85107925257736,0.5238041709621792,10.9875,12.5875,776.0
11.855528534371015,0.5154894167634494,11.0125,12.5375,771.0
11.852734877734916,0.5336412989396879,11.0,12.5875,777.0
11.830809193954725,0.5341080605614615,11.0,12.5625,794.0
11.822419154228879,0.5372303630150079,11.0125,12.6,804.0
11.776067251462106,0.5573733275010992,11.0125,12.5375,855.0
11.875663407821234,0.5445398036287727,11.0,12.55,716.0
11.851994851994917,0.5135609090641778,11.0125,12.5875,777.0
11.839917302798993,0.5288226402795239,10.9875,12.5875,786.0
11.839955357142912,0.5312439898991398,11.0,12.5375,784.0
11.845314505776697,0.5301313352165794,11.0125,12.575,779.0
11.841438137755057,0.5349717377737848,11.0125,12.5875,784.0
11.846678433889686,0.5262952246535911,11.0,12.5625,779.0
11.826488095238243,0.5363466753244798,11.0125,12.6,798.0
11.85352522639077,0.5301202403664912,11.0125,12.575,773.0
11.853403225806558,0.5258601514579597,11.0125,12.525,775.0
11.844645140664966,0.5320933164484729,11.0,12.525,782.0
11.850193298969117,0.5294073478963561,11.0,12.5625,776.0
11.836833756345309,0.525099025842157,11.0125,12.575,788.0
11.844558258642834,0.5290544723774719,11.0125,12.6,781.0
11.831493710691856,0.5294853169276794,10.9875,12.575,795.0
11.860115979381526,0.5327934927213949,11.0125,12.575,776.0
11.854326309067746,0.5317251346042089,11.0125,12.5875,783.0
11.84250000000009,0.5312406961970415,11.0,12.5625,785.0
11.844955300127717,0.5206191424425592,11.025,12.5625,783.0
11.823540372670882,0.5386108472944495,11.0,12.5375,805.0
11.773601398601409,0.555915739502203,11.0125,12.5375,858.0
11.797533292978306,0.5465939358503875,10.9875,12.5625,826.0
11.802648305084771,0.5382997791392495,11.0125,12.575,826.0
11.853716216216263,0.5271044905063458,11.0125,12.55,777.0
11.854225806451673,0.528319346015749,11.0125,12.575,775.0
11.842097701149529,0.5223493839083082,11.0125,12.55,783.0
11.843309193954738,0.5300204156800823,11.0125,12.5625,794.0
11.844757033248182,0.5324035969631551,11.0,12.575,782.0
11.841385350318513,0.5322806924576288,11.0,12.55,785.0
11.84359056122458,0.5293576133845772,11.0125,12.5375,784.0
11.850289575289663,0.5251172670279244,11.0125,12.575,777.0
11.847181056701078,0.520226287378289,11.0125,12.5875,776.0
11.855811688311741,0.5207252809291167,11.0125,12.6,770.0
11.847321428571519,0.5221319060647205,11.0125,12.575,784.0
11.848983870967764,0.5207639253577256,11.0,12.525,775.0
11.851435483871013,0.5326945475358381,11.0,12.5875,775.0
11.854220569210991,0.5301798644391063,11.0125,12.575,773.0
11.840906169665958,0.5220404091056863,11.0125,12.5875,778.0
11.846343427835198,0.5201148672465958,11.0,12.525,776.0
11.844220945083064,0.5255041572427479,11.0125,12.575,783.0
11.84847365038571,0.523699014633133,11.0,12.55,778.0
11.847570785070836,0.5151556273298531,11.0,12.575,777.0
11.838372461928955,0.525349909330028,11.0125,12.6,788.0
11.853008365508424,0.5197012600875907,11.0125,12.55,777.0
11.85095038659809,0.5316628877822964,11.0125,12.55,776.0
11.849791131105475,0.5268931482903552,11.0,12.6,778.0
11.850533635187698,0.5179250477480526,11.0,12.5875,773.0
11.839878671775294,0.5241518706161002,11.0125,12.6,783.0
11.856926546391751,0.5198960284557445,11.025,12.575,776.0
11.84595070422536,0.5241356289193738,11.0125,12.5875,781.0
11.855926165803188,0.5246877124338389,11.0,12.575,772.0
11.854738033635257,0.5263052682284678,11.0,12.5875,773.0
11.861560880829147,0.5273678234320353,11.0125,12.5625,772.0
