Means,STDs,Min,Max,Num_samples
11.940207522697747,0.5151670442698916,11.1,12.6375,771.0
11.940985732814436,0.5209333542176398,11.1,12.6375,771.0
11.937580334190121,0.5181656199420988,11.1125,12.65,778.0
11.9401290322579,0.5144591966161283,11.1,12.6,775.0
11.940951612903097,0.5187693422009462,11.1125,12.675,775.0
11.926991150442458,0.5184720601312834,11.1,12.6375,791.0
11.937644230769116,0.5141820716973647,11.1,12.6125,780.0
11.94196084723993,0.5164413604031081,11.1125,12.625,779.0
11.92969936708851,0.530326602443648,11.1,12.5875,790.0
11.943781407035107,0.521173347186318,11.1,12.675,796.0
11.951523994811826,0.5136371885256065,11.1125,12.65,771.0
11.944624352331502,0.5251214312807764,11.1125,12.675,772.0
11.94759055627411,0.5244052499177236,11.1125,12.6625,773.0
11.939164532650326,0.5272073086478737,11.1125,12.625,781.0
11.91781914893607,0.5399901733964153,11.1,12.6625,799.0
11.941043814433007,0.5141042219054867,11.1,12.6625,776.0
11.933551790281237,0.517235543161396,11.1125,12.5875,782.0
11.942808880308771,0.5191104366600525,11.1125,12.6625,777.0
11.942657455012753,0.5264788413125062,11.1,12.625,778.0
11.943153994845256,0.5147831198170112,11.1125,12.6125,776.0
11.947152509652442,0.5294440725913082,11.1,12.675,777.0
11.942767396907072,0.5274820752375916,11.1125,12.6375,776.0
11.942847938144357,0.5240698285862815,11.1,12.6625,776.0
11.942346938775417,0.5153529914425938,11.1125,12.625,784.0
11.941243573264714,0.5176006925743956,11.1125,12.6625,778.0
11.946090733590658,0.5271210459702268,11.1,12.675,777.0
11.94934125964008,0.5258861414584705,11.1,12.65,778.0
11.948366752910662,0.5255263143674925,11.1,12.6625,773.0
11.94745489690716,0.511434539590029,11.1125,12.6125,776.0
11.94930375647666,0.5063256246301155,11.125,12.6875,772.0
11.949420103092676,0.5284560457766797,11.1,12.65,776.0
11.939749357326333,0.521610065709551,11.1125,12.65,778.0
11.948986486486406,0.5179046746963254,11.1125,12.675,777.0
11.94753543814424,0.5159091633917257,11.1125,12.675,776.0
11.951083441138335,0.5245648009531542,11.1125,12.6625,773.0
11.94825806451601,0.5218782057254708,11.1125,12.625,775.0
11.942438471502513,0.5195560540413746,11.1,12.6625,772.0
11.941887096774066,0.5177389739841183,11.1,12.6625,775.0
11.935943456162569,0.5177034064899969,11.1125,12.6375,787.0
11.945064516128888,0.5135654102320479,11.1125,12.6375,775.0
11.947516129032184,0.5221930697832914,11.1125,12.675,775.0
11.932987882652984,0.5235385388916807,11.1,12.6875,784.0
11.957068741893515,0.5259205446589712,11.1125,12.675,771.0
11.945860077021752,0.5292778781497548,11.1,12.5875,779.0
11.938396286811699,0.5215450236227746,11.0875,12.6875,781.0
11.9502104922278,0.5151677154344564,11.1125,12.65,772.0
11.942634788189885,0.5213494217873392,11.1,12.625,779.0
12.022507331378254,0.5041173353081736,11.1125,12.6,682.0
11.946778350515382,0.5251529066131541,11.1125,12.675,776.0
11.936210191082717,0.528402980903442,11.1,12.6375,785.0
11.949339561855517,0.525676759229597,11.1125,12.6375,776.0
11.93616581956784,0.5344276195592519,11.1,12.6125,787.0
11.945512820512903,0.5277469335718311,11.125,12.6875,780.0
11.950161082474198,0.5271962263860867,11.1,12.6625,776.0
11.951554404144884,0.5234660559125487,11.1125,12.6875,772.0
11.948085585585464,0.5133202306795893,11.1125,12.65,777.0
11.958073929961058,0.5164859910422005,11.1,12.625,771.0
11.954274611398903,0.524064178952045,11.1125,12.675,772.0
11.948375160875049,0.5272552717966675,11.1,12.6875,777.0
11.94519974226791,0.5197718873604604,11.1125,12.7,776.0
11.931895465994856,0.5341812597937621,11.1125,12.6625,794.0
11.95093790426899,0.5223536281571808,11.1,12.6375,773.0
11.952064516128932,0.5186261097340983,11.125,12.6875,775.0
11.94982280927826,0.5194904536814541,11.1125,12.675,776.0
11.953391472868212,0.5271691434448872,11.1,12.6375,774.0
11.948457583547455,0.5219097925234438,11.125,12.5875,778.0
11.946959459459453,0.5235622931765656,11.1,12.6875,777.0
11.955209677419338,0.524800084586688,11.1,12.6875,775.0
11.94940090673569,0.5170882657136346,11.1125,12.675,772.0
11.940222929936334,0.534995751446105,11.1,12.675,785.0
11.95035392535381,0.5262001074256847,11.1125,12.625,777.0
11.948505784061608,0.5296467087284561,11.1,12.6,778.0
11.94956451612896,0.5208670646741488,11.1,12.6875,775.0
11.938584183673425,0.5247654447074168,11.1125,12.6625,784.0
11.946858808290076,0.5167452234452118,11.1,12.6625,772.0
11.95188466494845,0.5172471642635904,11.1125,12.675,776.0
11.950112903225705,0.5245758824254472,11.1125,12.675,775.0
11.955440414507652,0.5275949091339435,11.1125,12.6125,772.0
11.94707583547556,0.524746258501879,11.1125,12.6625,778.0
11.952283031088136,0.5166961979440063,11.1125,12.6625,772.0
11.949581724581694,0.5196282486841208,11.1125,12.6875,777.0
11.948045865633008,0.5251359099898746,11.1,12.6625,774.0
11.947680412371081,0.5255299319209734,11.1,12.675,776.0
11.920139751552743,0.5327364884063598,11.125,12.6625,805.0
11.947200772200745,0.524189174039118,11.1,12.6875,777.0
11.942724358974315,0.5222937748152433,11.1,12.675,780.0
11.95191309987034,0.5172169571371837,11.125,12.6625,771.0
11.951285347043557,0.5278683391394488,11.1125,12.6375,778.0
11.951612903225731,0.5265126588569865,11.1125,12.6625,775.0
11.92863261421311,0.5291642290547174,11.1,12.6625,788.0
11.946160025706908,0.5313664475471639,11.1,12.675,778.0
11.951878238341951,0.526704310481848,11.1125,12.6875,772.0
11.949629032257928,0.5231109728521417,11.1125,12.6625,775.0
11.934946065989847,0.521648196695226,11.1125,12.6,788.0
11.941155810983325,0.52788756987978,11.1,12.6625,783.0
11.954015544041457,0.5290296703453135,11.1,12.6375,772.0
11.950401155327304,0.5262941185445665,11.1125,12.6875,779.0
11.952629032257992,0.5175081289812975,11.125,12.65,775.0
11.950048324742315,0.5161162715185621,11.1125,12.6625,776.0
11.95519753886002,0.5180523407813232,11.1125,12.6875,772.0
